value,geographic_identifier,geometry
"27449.39","6405040","MULTIPOLYGON Z(((-45 5 0,-45 10 0,-40 10 0,-40 5 0,-45 5 0)))"
"21308.30","6405045","MULTIPOLYGON Z(((-50 5 0,-50 10 0,-45 10 0,-45 5 0,-50 5 0)))"
"24074.27","6405050","MULTIPOLYGON Z(((-55 5.8494 0,-55 5.8674 0,-54.9953 5.8658 0,-54.9689 5.8733 0,-54.8873 5.8795 0,-54.8644 5.8551 0,-54.9467 5.8461 0,-55 5.8494 0)),((-55 5.9934 0,-55 10 0,-50 10 0,-50 5 0,-52.4327 5 0,-52.5675 5.0967 0,-52.6111 5.1294 0,-52.7364 5.2606 0,-52.7875 5.3219 0,-52.7997 5.3419 0,-52.8865 5.4203 0,-52.9378 5.4583 0,-52.9732 5.4731 0,-53.0845 5.4833 0,-53.1864 5.4992 0,-53.3028 5.523 0,-53.4083 5.5489 0,-53.4836 5.5681 0,-53.4943 5.5723 0,-53.4992 5.5803 0,-53.5224 5.6047 0,-53.6367 5.673 0,-53.7508 5.7314 0,-53.8586 5.7554 0,-53.9114 5.7503 0,-53.9397 5.7447 0,-53.9817 5.6905 0,-53.9922 5.673 0,-54.0057 5.6415 0,-54.0111 5.606 0,-54.0039 5.5757 0,-54.0067 5.5448 0,-54.0582 5.4374 0,-54.0696 5.4181 0,-54.0917 5.3919 0,-54.1399 5.3578 0,-54.1667 5.3474 0,-54.1422 5.3953 0,-54.1205 5.4316 0,-54.0958 5.4581 0,-54.0678 5.4915 0,-54.0518 5.5271 0,-54.0515 5.5902 0,-54.0465 5.6535 0,-54.0065 5.7213 0,-53.9902 5.7469 0,-54.0256 5.8186 0,-54.1786 5.8714 0,-54.2047 5.8797 0,-54.2986 5.898 0,-54.3445 5.9069 0,-54.6392 5.9547 0,-54.7099 5.9624 0,-54.7794 5.9825 0,-54.8769 5.9853 0,-54.9703 5.9881 0,-55 5.9934 0)))"
"14860.33","6405055","MULTIPOLYGON Z(((-60 8.5411 0,-60 10 0,-55 10 0,-55 5.9934 0,-55.0474 6.0018 0,-55.1594 5.9634 0,-55.1447 5.9342 0,-55.1063 5.9046 0,-55 5.8674 0,-55 5.8494 0,-55.0161 5.8504 0,-55.1045 5.8394 0,-55.128 5.8222 0,-55.114 5.84 0,-55.1156 5.877 0,-55.175 5.9072 0,-55.2306 5.898 0,-55.2539 5.9158 0,-55.2667 5.9236 0,-55.339 5.9501 0,-55.3772 5.96 0,-55.4128 5.9642 0,-55.5486 5.9778 0,-55.6203 5.9744 0,-55.7681 5.9672 0,-55.8278 5.9583 0,-55.8558 5.9489 0,-55.9227 5.8761 0,-55.8911 5.7758 0,-55.8778 5.7176 0,-55.886 5.683 0,-55.8996 5.6719 0,-55.8986 5.6744 0,-55.8944 5.7303 0,-55.9106 5.7784 0,-56.0178 5.8183 0,-56.2606 5.8892 0,-56.48 5.9454 0,-56.5544 5.9483 0,-56.6036 5.9405 0,-56.7006 5.9656 0,-56.9644 5.9971 0,-56.9925 5.9894 0,-57.0679 5.9417 0,-57.1325 5.7675 0,-57.136 5.6925 0,-57.1389 5.6717 0,-57.1674 5.5414 0,-57.1843 5.5189 0,-57.2485 5.4861 0,-57.1956 5.5689 0,-57.1828 5.6007 0,-57.1753 5.6375 0,-57.1358 5.9541 0,-57.1624 6.0569 0,-57.1778 6.1083 0,-57.1943 6.1393 0,-57.2203 6.1692 0,-57.2611 6.2114 0,-57.3367 6.2747 0,-57.3636 6.29 0,-57.4697 6.3403 0,-57.4986 6.3387 0,-57.5192 6.2708 0,-57.5214 6.2903 0,-57.5943 6.4346 0,-57.6407 6.4851 0,-57.7578 6.57 0,-57.8825 6.6742 0,-57.8979 6.6899 0,-57.9145 6.7111 0,-57.9278 6.7317 0,-57.9433 6.7506 0,-57.9667 6.7754 0,-57.9864 6.7905 0,-58.0389 6.8155 0,-58.1549 6.8282 0,-58.1726 6.8122 0,-58.2086 6.843 0,-58.2557 6.8761 0,-58.3166 6.8942 0,-58.3983 6.8793 0,-58.4197 6.8703 0,-58.4569 6.8278 0,-58.4795 6.7944 0,-58.5497 6.6783 0,-58.5732 6.6026 0,-58.5761 6.5622 0,-58.5728 6.5325 0,-58.574 6.5099 0,-58.5813 6.465 0,-58.5933 6.42 0,-58.6007 6.4139 0,-58.6371 6.4219 0,-58.6191 6.4895 0,-58.6092 6.6567 0,-58.5986 6.7743 0,-58.594 6.8018 0,-58.5631 6.9164 0,-58.5557 6.9375 0,-58.5371 6.9607 0,-58.5107 6.9803 0,-58.4975 6.9894 0,-58.4815 7.0099 0,-58.4667 7.115 0,-58.4656 7.1358 0,-58.4685 7.3376 0,-58.4853 7.3686 0,-58.6419 7.5694 0,-58.7174 7.5944 0,-58.7514 7.6361 0,-58.7689 7.6797 0,-58.807 7.7306 0,-58.9439 7.8511 0,-59.0758 7.9692 0,-59.0935 7.987 0,-59.1094 8.0185 0,-59.1293 8.04 0,-59.1547 8.0564 0,-59.3558 8.1739 0,-59.6508 8.3494 0,-59.6683 8.36 0,-59.7642 8.4074 0,-59.7793 8.381 0,-59.7647 8.349 0,-59.7863 8.341 0,-59.8317 8.3617 0,-59.8558 8.3794 0,-59.8725 8.3972 0,-59.8895 8.4217 0,-59.9026 8.4458 0,-59.9293 8.4842 0,-59.9582 8.514 0,-59.9903 8.5353 0,-60 8.5411 0)))"
"62434.71","6410025","MULTIPOLYGON Z(((-30 10 0,-30 15 0,-25 15 0,-25 10 0,-30 10 0)))"
"327.14","6405060","MULTIPOLYGON Z(((-62.435 10 0,-62.2145 10 0,-62.2317 9.9647 0,-62.2015 9.9383 0,-62.1651 9.9442 0,-62.132 9.9378 0,-62.1122 9.9294 0,-62.0473 9.8888 0,-62.0274 9.8664 0,-62.1335 9.8264 0,-62.1308 9.7789 0,-62.13 9.7521 0,-62.1557 9.7096 0,-62.1708 9.6574 0,-62.1961 9.6417 0,-62.1653 9.7153 0,-62.1807 9.8428 0,-62.2057 9.914 0,-62.2505 9.967 0,-62.2483 9.9097 0,-62.2379 9.8792 0,-62.2368 9.855 0,-62.255 9.8028 0,-62.2686 9.7669 0,-62.2772 9.7475 0,-62.3004 9.7185 0,-62.3226 9.7121 0,-62.3287 9.7229 0,-62.3152 9.7529 0,-62.3728 9.8813 0,-62.4269 9.9792 0,-62.435 10 0)),((-62.1252 10 0,-60 10 0,-60 8.5411 0,-60.0064 8.545 0,-60.0253 8.5539 0,-60.1393 8.6028 0,-60.2058 8.6219 0,-60.2361 8.6275 0,-60.3822 8.6324 0,-60.4088 8.6216 0,-60.4281 8.5739 0,-60.4658 8.5283 0,-60.6272 8.5512 0,-60.6597 8.5796 0,-60.6822 8.5954 0,-60.7158 8.6046 0,-60.9022 8.5822 0,-60.9813 8.5644 0,-60.9871 8.526 0,-61.0178 8.4692 0,-61.0735 8.4029 0,-61.0861 8.4214 0,-61.0846 8.4471 0,-61.0735 8.4638 0,-61.0775 8.4931 0,-61.1685 8.4958 0,-61.2203 8.4628 0,-61.3292 8.4308 0,-61.3939 8.4744 0,-61.4881 8.5117 0,-61.5989 8.555 0,-61.5954 8.6169 0,-61.5572 8.5986 0,-61.5197 8.5904 0,-61.4367 8.6017 0,-61.3278 8.5961 0,-61.2509 8.5815 0,-61.2102 8.5951 0,-61.1926 8.6247 0,-61.1917 8.68 0,-61.1833 8.7278 0,-61.1197 8.898 0,-61.0978 8.9633 0,-61.0933 8.9728 0,-61.0774 8.995 0,-61.0315 9.0321 0,-60.9558 9.1542 0,-60.9505 9.1751 0,-60.9727 9.1752 0,-61.0588 9.0953 0,-61.0743 9.076 0,-61.0981 9.044 0,-61.0846 9.0975 0,-61.0711 9.1189 0,-60.9878 9.1886 0,-60.9122 9.2367 0,-60.8471 9.2633 0,-60.8189 9.2689 0,-60.7836 9.305 0,-60.783 9.3322 0,-60.7982 9.3793 0,-60.8536 9.4444 0,-60.9597 9.5325 0,-60.9876 9.5518 0,-61.0433 9.5755 0,-61.0464 9.5766 0,-61.0842 9.5822 0,-61.1975 9.5784 0,-61.256 9.5889 0,-61.3831 9.6803 0,-61.4072 9.7047 0,-61.4258 9.7339 0,-61.4472 9.7876 0,-61.4806 9.8236 0,-61.5542 9.8756 0,-61.5725 9.8853 0,-61.6199 9.9053 0,-61.648 9.8974 0,-61.6187 9.8443 0,-61.5847 9.8192 0,-61.5746 9.8007 0,-61.5977 9.7828 0,-61.6542 9.7905 0,-61.6733 9.7965 0,-61.7128 9.8111 0,-61.772 9.8303 0,-61.7928 9.8311 0,-61.8009 9.8123 0,-61.7821 9.7785 0,-61.7647 9.7578 0,-61.7333 9.6987 0,-61.7286 9.6467 0,-61.7295 9.6261 0,-61.7358 9.6009 0,-61.8117 9.7579 0,-61.9622 9.9119 0,-62.0539 9.9775 0,-62.0756 9.9864 0,-62.1252 10 0),(-61.1851 8.4967 0,-61.2636 8.4999 0,-61.2783 8.5167 0,-61.2699 8.5377 0,-61.2615 8.553 0,-61.2692 8.5658 0,-61.2794 8.5697 0,-61.2975 8.5733 0,-61.3108 8.5747 0,-61.3939 8.5825 0,-61.4139 8.5842 0,-61.4264 8.5833 0,-61.4378 8.5811 0,-61.4603 8.5764 0,-61.5435 8.5487 0,-61.4714 8.5117 0,-61.4164 8.4892 0,-61.4053 8.4858 0,-61.3922 8.4861 0,-61.3458 8.4908 0,-61.2943 8.4933 0,-61.247 8.4747 0,-61.2347 8.4756 0,-61.1942 8.4857 0,-61.1851 8.4967 0),(-61.0036 8.5489 0,-60.9986 8.5578 0,-60.9908 8.5851 0,-60.9981 8.5969 0,-61.0206 8.6112 0,-61.0836 8.6097 0,-61.137 8.5629 0,-61.1491 8.5409 0,-61.1775 8.5661 0,-61.2175 8.5725 0,-61.2275 8.5686 0,-61.2403 8.5611 0,-61.2531 8.5453 0,-61.2583 8.5364 0,-61.2637 8.5102 0,-61.1828 8.5111 0,-61.1292 8.5017 0,-61.0406 8.5142 0,-61.0036 8.5489 0),(-61.042 8.6403 0,-61.0194 8.6447 0,-60.9968 8.6526 0,-60.9599 8.6811 0,-60.9378 8.7213 0,-61.0258 8.715 0,-61.0981 8.7005 0,-61.1772 8.6767 0,-61.17 8.6635 0,-61.147 8.6544 0,-61.1353 8.6519 0,-61.0619 8.6403 0,-61.0481 8.6397 0,-61.042 8.6403 0),(-60.8233 8.6524 0,-60.8103 8.6675 0,-60.8064 8.6775 0,-60.8043 8.7056 0,-60.8095 8.7169 0,-60.8416 8.7269 0,-60.9886 8.6356 0,-60.9592 8.6239 0,-60.9303 8.6186 0,-60.9233 8.6183 0,-60.8233 8.6524 0),(-60.9761 8.7258 0,-60.9586 8.7361 0,-60.9445 8.7492 0,-60.8619 8.8403 0,-60.8606 8.8533 0,-61.0133 8.8328 0,-61.0425 8.8211 0,-61.0595 8.8104 0,-61.0931 8.7822 0,-61.1547 8.7258 0,-61.165 8.7153 0,-61.172 8.7003 0,-61.1683 8.6905 0,-61.1636 8.6883 0,-61.145 8.6958 0,-61.1353 8.6994 0,-61.1078 8.7058 0,-61.0692 8.7144 0,-61.0011 8.7242 0,-60.9872 8.7236 0,-60.9761 8.7258 0),(-61.0197 8.8469 0,-60.9467 8.8758 0,-60.9231 8.8864 0,-60.9103 8.8942 0,-60.8922 8.9106 0,-60.8563 8.9474 0,-60.8483 8.9642 0,-60.8406 8.9983 0,-60.8479 9.0082 0,-60.8803 9.0265 0,-60.8978 9.0292 0,-60.9089 9.0269 0,-60.9239 9.0214 0,-60.9417 9.0117 0,-61.0464 8.8439 0,-61.0197 8.8469 0),(-61.0706 8.8925 0,-61.0614 8.8969 0,-61.0343 8.9185 0,-61.0297 8.9278 0,-60.9989 8.9669 0,-60.9578 9.0092 0,-60.9433 9.0222 0,-60.9219 9.035 0,-60.8583 9.065 0,-60.8544 9.0725 0,-60.8504 9.093 0,-60.9472 9.0547 0,-61.0706 8.9713 0,-61.0967 8.8909 0,-61.0706 8.8925 0)))"
"2.02","6405070","MULTIPOLYGON Z(((-71.9982 10 0,-71.1778 10 0,-71.1478 9.9508 0,-71.0983 9.8948 0,-71.0734 9.8511 0,-71.0533 9.7036 0,-71.0611 9.6172 0,-71.0831 9.5667 0,-71.0892 9.5366 0,-71.0711 9.3903 0,-71.0556 9.3544 0,-71.056 9.3388 0,-71.0749 9.3125 0,-71.1178 9.2933 0,-71.1472 9.2868 0,-71.1654 9.2738 0,-71.2083 9.2197 0,-71.2142 9.2089 0,-71.2251 9.1742 0,-71.2414 9.1554 0,-71.2906 9.1217 0,-71.3136 9.1105 0,-71.4972 9.0504 0,-71.5528 9.0408 0,-71.5983 9.04 0,-71.6239 9.0431 0,-71.6892 9.0634 0,-71.7149 9.0779 0,-71.7342 9.1006 0,-71.7594 9.1183 0,-71.7519 9.2225 0,-71.732 9.296 0,-71.7236 9.345 0,-71.7332 9.3757 0,-71.9108 9.4936 0,-71.9445 9.5431 0,-71.9658 9.6025 0,-71.9792 9.6233 0,-72.0081 9.6635 0,-72.0465 9.7078 0,-72.0779 9.7355 0,-72.1254 9.8182 0,-71.9982 10 0)))"
"32868.11","6410030","MULTIPOLYGON Z(((-35 10 0,-35 15 0,-30 15 0,-30 10 0,-35 10 0)))"
"22915.25","6410035","MULTIPOLYGON Z(((-40 10 0,-40 15 0,-35 15 0,-35 10 0,-40 10 0)))"
"16844.01","6410040","MULTIPOLYGON Z(((-45 10 0,-45 15 0,-40 15 0,-40 10 0,-45 10 0)))"
"10558.01","6410045","MULTIPOLYGON Z(((-50 10 0,-50 15 0,-45 15 0,-45 10 0,-50 10 0)))"
"19492.36","6410050","MULTIPOLYGON Z(((-55 10 0,-55 15 0,-50 15 0,-50 10 0,-55 10 0)))"
"34631.52","6410055","MULTIPOLYGON Z(((-60 10 0,-60 15 0,-55 15 0,-55 10 0,-60 10 0),(-59.5103 13.055 0,-59.5 13.0595 0,-59.4644 13.0855 0,-59.4535 13.0958 0,-59.4447 13.1081 0,-59.4394 13.1167 0,-59.4303 13.1353 0,-59.4271 13.1504 0,-59.4292 13.165 0,-59.4399 13.1719 0,-59.4668 13.1807 0,-59.4795 13.1858 0,-59.5171 13.2115 0,-59.5483 13.2433 0,-59.557 13.2553 0,-59.5657 13.2769 0,-59.5715 13.2947 0,-59.5935 13.3308 0,-59.6161 13.3371 0,-59.6311 13.335 0,-59.6429 13.3297 0,-59.6519 13.3179 0,-59.6583 13.2992 0,-59.6594 13.2878 0,-59.6428 13.1464 0,-59.6271 13.1015 0,-59.6085 13.0835 0,-59.5711 13.0758 0,-59.5454 13.069 0,-59.5331 13.0506 0,-59.5103 13.055 0)))"
"16520.29","6420160","MULTIPOLYGON Z(((-165 20 0,-165 25 0,-160 25 0,-160 20 0,-165 20 0),(-160.115 21.8875 0,-160.0913 21.8965 0,-160.0711 21.9092 0,-160.0465 21.9981 0,-160.0614 22.0139 0,-160.0862 22.0174 0,-160.1828 21.9342 0,-160.1975 21.92 0,-160.2272 21.8914 0,-160.2479 21.8433 0,-160.2464 21.8115 0,-160.2317 21.8005 0,-160.2045 21.7836 0,-160.1998 21.7836 0,-160.1822 21.8369 0,-160.1478 21.8858 0,-160.1304 21.8847 0,-160.115 21.8875 0)))"
"17894.17","6420165","MULTIPOLYGON Z(((-170 20 0,-170 25 0,-165 25 0,-165 20 0,-170 20 0)))"
"12352.26","6420170","MULTIPOLYGON Z(((-175 20 0,-175 25 0,-170 25 0,-170 20 0,-175 20 0)))"
"5027.76","6420175","MULTIPOLYGON Z(((-180 20 0,-180 25 0,-175 25 0,-175 20 0,-180 20 0)))"
"293471.12","6405075","MULTIPOLYGON Z(((-80 5 0,-80 7.4782 0,-79.9904 7.5189 0,-80 7.5361 0,-80 8.4185 0,-79.9528 8.4508 0,-79.7811 8.6058 0,-79.7383 8.711 0,-79.7489 8.7335 0,-79.7593 8.786 0,-79.7374 8.8332 0,-79.6978 8.8667 0,-79.6395 8.8739 0,-79.5776 8.88 0,-79.5266 8.9197 0,-79.5226 8.9597 0,-79.4779 8.9974 0,-79.4339 9.0081 0,-79.3903 9.0136 0,-79.3658 9.0161 0,-79.2814 9.0181 0,-79.2585 9.0161 0,-79.2285 9.0058 0,-79.1335 9.0135 0,-79.1181 9.0308 0,-79.1192 9.052 0,-79.1089 9.085 0,-79.0397 9.1258 0,-79.0067 9.1358 0,-78.9791 9.1385 0,-79.0233 9.1102 0,-79.0677 9.0529 0,-79.0685 9.0077 0,-79.0531 8.9667 0,-79.0234 8.9638 0,-78.9073 8.9133 0,-78.7422 8.7917 0,-78.7097 8.7467 0,-78.6575 8.7003 0,-78.6069 8.6633 0,-78.5647 8.6522 0,-78.5384 8.6369 0,-78.5072 8.6169 0,-78.4879 8.4957 0,-78.4927 8.4529 0,-78.4131 8.3436 0,-78.3978 8.3459 0,-78.3848 8.3366 0,-78.3594 8.3944 0,-78.2538 8.3969 0,-78.2343 8.3805 0,-78.1206 8.4392 0,-78.1075 8.4558 0,-78.0453 8.3386 0,-78.0135 8.2729 0,-77.9932 8.2671 0,-77.9122 8.2522 0,-77.8892 8.2461 0,-77.8689 8.235 0,-77.7792 8.155 0,-77.7853 8.1303 0,-77.807 8.1592 0,-77.8408 8.1956 0,-77.8827 8.2288 0,-77.9643 8.2401 0,-77.9952 8.2325 0,-78.0285 8.2614 0,-78.045 8.3111 0,-78.135 8.3993 0,-78.1436 8.4017 0,-78.1829 8.3274 0,-78.2622 8.2694 0,-78.3014 8.2497 0,-78.2787 8.2151 0,-78.2417 8.1838 0,-78.2364 8.1485 0,-78.2572 8.1019 0,-78.2946 8.0703 0,-78.3206 8.0588 0,-78.3743 8.0608 0,-78.4009 8.0685 0,-78.4034 8.0981 0,-78.4259 8.0803 0,-78.4328 8.0489 0,-78.4119 7.9642 0,-78.3878 7.9049 0,-78.3696 7.8864 0,-78.3517 7.8733 0,-78.2747 7.7243 0,-78.2814 7.7072 0,-78.2347 7.6461 0,-78.166 7.5683 0,-78.1678 7.5422 0,-78.1625 7.5081 0,-78.0086 7.3311 0,-77.9082 7.2331 0,-77.8897 7.2289 0,-77.7933 7.1519 0,-77.6808 7.056 0,-77.6564 7.0008 0,-77.6529 6.9772 0,-77.6664 6.8767 0,-77.4665 6.7143 0,-77.4438 6.7119 0,-77.4082 6.6905 0,-77.3404 6.5674 0,-77.3558 6.3914 0,-77.3853 6.2817 0,-77.4073 6.2399 0,-77.4759 6.2831 0,-77.4889 6.1853 0,-77.4757 6.1583 0,-77.4543 6.1307 0,-77.4081 6.0806 0,-77.3389 5.9875 0,-77.245 5.7883 0,-77.2408 5.7582 0,-77.2506 5.709 0,-77.3269 5.6164 0,-77.3592 5.6042 0,-77.3825 5.6178 0,-77.4206 5.624 0,-77.5045 5.5842 0,-77.5322 5.5189 0,-77.4807 5.5042 0,-77.3968 5.4562 0,-77.36 5.2983 0,-77.3478 5.2406 0,-77.3537 5.2028 0,-77.3713 5.1549 0,-77.3722 5.0828 0,-77.3661 5 0,-80 5 0),(-78.8481 8.2905 0,-78.8347 8.3197 0,-78.8303 8.3361 0,-78.8297 8.3883 0,-78.8315 8.4011 0,-78.8531 8.4374 0,-78.8717 8.4569 0,-78.8836 8.4639 0,-78.9545 8.4501 0,-78.9628 8.4376 0,-78.9601 8.294 0,-78.9222 8.2706 0,-78.8481 8.2905 0)),((-80 9.3127 0,-80 10 0,-75.5871 10 0,-75.5903 9.9794 0,-75.5961 9.9575 0,-75.6353 9.8247 0,-75.6608 9.7603 0,-75.6268 9.6989 0,-75.6014 9.6655 0,-75.5914 9.6347 0,-75.5853 9.6064 0,-75.5856 9.583 0,-75.5911 9.5469 0,-75.5981 9.5228 0,-75.62 9.4722 0,-75.6343 9.4482 0,-75.6567 9.4258 0,-75.6879 9.4114 0,-75.7252 9.4212 0,-75.816 9.4386 0,-75.9186 9.4222 0,-76.0714 9.3456 0,-76.0897 9.3358 0,-76.1106 9.3155 0,-76.1726 9.2358 0,-76.1806 9.1919 0,-76.2642 8.9953 0,-76.3175 8.9386 0,-76.3736 8.9161 0,-76.3989 8.9106 0,-76.4189 8.9067 0,-76.4268 8.9064 0,-76.4324 8.8766 0,-76.6739 8.6766 0,-76.8181 8.6339 0,-76.8847 8.6222 0,-76.9283 8.5683 0,-76.9282 8.5372 0,-76.8767 8.5214 0,-76.8218 8.4822 0,-76.7738 8.4112 0,-76.7653 8.3407 0,-76.7533 8.1975 0,-76.739 8.0906 0,-76.7319 8.0392 0,-76.7445 7.9358 0,-76.7579 7.9192 0,-76.817 7.905 0,-76.872 7.9094 0,-76.9239 7.936 0,-76.9275 7.9855 0,-76.9168 8.0315 0,-76.8929 8.0467 0,-76.8706 8.0346 0,-76.8367 8.0265 0,-76.8325 8.0864 0,-76.8341 8.1291 0,-76.8386 8.1332 0,-76.8878 8.1217 0,-76.9486 8.1592 0,-76.9556 8.19 0,-76.9686 8.2383 0,-77.0817 8.3261 0,-77.1189 8.3864 0,-77.1345 8.4102 0,-77.1639 8.4342 0,-77.1994 8.4436 0,-77.22 8.4511 0,-77.241 8.4647 0,-77.2847 8.5165 0,-77.3003 8.5783 0,-77.3469 8.6622 0,-77.3667 8.675 0,-77.3736 8.6658 0,-77.4345 8.659 0,-77.4897 8.674 0,-77.5108 8.6861 0,-77.5324 8.7066 0,-77.5428 8.7636 0,-77.6339 8.8373 0,-77.7026 8.8767 0,-77.7459 8.9419 0,-77.7472 8.976 0,-77.8051 9.0476 0,-77.8489 9.0836 0,-77.883 9.0963 0,-77.9442 9.1431 0,-78.0344 9.2288 0,-78.1522 9.2597 0,-78.2358 9.2867 0,-78.3667 9.3353 0,-78.4122 9.3583 0,-78.452 9.3814 0,-78.4992 9.4042 0,-78.5521 9.4283 0,-78.7036 9.4319 0,-79.0064 9.4233 0,-79.0545 9.429 0,-79.0672 9.4622 0,-79.0659 9.4933 0,-79.0346 9.5199 0,-78.9981 9.5219 0,-78.9621 9.5376 0,-78.9594 9.5434 0,-78.995 9.5478 0,-79.0444 9.5464 0,-79.0758 9.5422 0,-79.1622 9.5405 0,-79.2478 9.54 0,-79.4631 9.568 0,-79.5344 9.6201 0,-79.5995 9.6025 0,-79.6258 9.5942 0,-79.6712 9.5496 0,-79.6872 9.4904 0,-79.7444 9.4353 0,-79.8061 9.4003 0,-79.9474 9.3585 0,-79.9676 9.353 0,-79.9881 9.3286 0,-80 9.3127 0)))"
"463416.81","6410065","MULTIPOLYGON Z(((-70 11.5153 0,-70 11.6516 0,-69.8574 11.6896 0,-69.8165 11.691 0,-69.7878 11.6353 0,-69.7761 11.6094 0,-69.7424 11.4992 0,-69.8014 11.4272 0,-69.8367 11.4246 0,-69.874 11.4265 0,-69.8977 11.4362 0,-69.9876 11.5147 0,-70 11.5153 0)),((-70 12.1925 0,-70 12.4857 0,-69.9469 12.4367 0,-69.8822 12.4111 0,-69.8749 12.4153 0,-69.8856 12.4578 0,-69.8914 12.4722 0,-69.897 12.4808 0,-69.9322 12.5281 0,-70 12.5887 0,-70 15 0,-65 15 0,-65 10.0675 0,-65.0814 10.0606 0,-65.2761 10.1156 0,-65.4267 10.14 0,-65.5481 10.1781 0,-65.7253 10.2192 0,-65.7653 10.2169 0,-65.7867 10.2204 0,-65.8144 10.2283 0,-65.9357 10.2983 0,-65.9586 10.3567 0,-66.0685 10.4432 0,-66.0984 10.4725 0,-66.1197 10.5 0,-66.1184 10.5269 0,-66.0817 10.5767 0,-66.2097 10.6325 0,-66.2299 10.6406 0,-66.2831 10.6447 0,-66.3103 10.626 0,-66.3236 10.6128 0,-66.343 10.6047 0,-66.385 10.6161 0,-66.4183 10.6256 0,-66.4706 10.6292 0,-66.5097 10.6278 0,-67.0022 10.6103 0,-67.1081 10.5792 0,-67.2803 10.5467 0,-67.3922 10.5388 0,-67.4014 10.5389 0,-67.4669 10.5381 0,-67.5433 10.5328 0,-67.7961 10.4919 0,-67.832 10.4828 0,-67.868 10.4649 0,-67.8931 10.4744 0,-68.0022 10.4911 0,-68.0774 10.4931 0,-68.1142 10.4849 0,-68.1652 10.4989 0,-68.186 10.515 0,-68.2536 10.5889 0,-68.2806 10.6439 0,-68.3281 10.7675 0,-68.3327 10.816 0,-68.3253 10.8436 0,-68.3051 10.855 0,-68.2519 10.8567 0,-68.2425 10.8744 0,-68.3333 11.045 0,-68.3986 11.1581 0,-68.4183 11.18 0,-68.532 11.2614 0,-68.5535 11.2718 0,-68.602 11.2905 0,-68.6604 11.3499 0,-68.8437 11.4471 0,-68.9539 11.4517 0,-69.106 11.4864 0,-69.2749 11.534 0,-69.3276 11.5126 0,-69.3602 11.4933 0,-69.4127 11.4876 0,-69.4447 11.4981 0,-69.507 11.5069 0,-69.5289 11.5035 0,-69.5556 11.4869 0,-69.5795 11.4641 0,-69.6085 11.4592 0,-69.6318 11.4676 0,-69.6747 11.5111 0,-69.7061 11.5489 0,-69.7192 11.5703 0,-69.7578 11.6614 0,-69.7709 11.6961 0,-69.8042 11.7942 0,-69.8169 11.851 0,-69.8189 11.8811 0,-69.8166 11.9161 0,-69.8238 11.9881 0,-69.8406 12.0328 0,-69.8594 12.0719 0,-69.9057 12.14 0,-69.9347 12.1697 0,-70 12.1925 0),(-65.2686 10.8811 0,-65.21 10.8914 0,-65.1996 10.8983 0,-65.2008 10.9117 0,-65.2122 10.9542 0,-65.3044 10.9761 0,-65.3645 10.9692 0,-65.3739 10.9644 0,-65.3867 10.9567 0,-65.4161 10.9272 0,-65.4157 10.9163 0,-65.3933 10.9069 0,-65.2997 10.8831 0,-65.2811 10.8803 0,-65.2686 10.8811 0),(-68.1974 12.2226 0,-68.3668 12.3061 0,-68.3842 12.3075 0,-68.3972 12.3029 0,-68.4044 12.2928 0,-68.4165 12.2537 0,-68.4006 12.2225 0,-68.3913 12.2178 0,-68.3675 12.2164 0,-68.3547 12.2175 0,-68.3281 12.2153 0,-68.3122 12.2094 0,-68.3017 12.1992 0,-68.2876 12.1754 0,-68.2814 12.1578 0,-68.2792 12.1433 0,-68.2853 12.1022 0,-68.2786 12.0617 0,-68.2753 12.0514 0,-68.2575 12.0244 0,-68.2511 12.0205 0,-68.2372 12.0239 0,-68.2289 12.0397 0,-68.2056 12.1131 0,-68.1929 12.2075 0,-68.1974 12.2226 0),(-68.9656 12.1989 0,-68.9808 12.2047 0,-68.9972 12.2161 0,-69.0297 12.2428 0,-69.0403 12.2564 0,-69.0478 12.2697 0,-69.0556 12.2889 0,-69.0583 12.3131 0,-69.0672 12.3317 0,-69.0796 12.3503 0,-69.0978 12.3633 0,-69.1464 12.3839 0,-69.1636 12.3664 0,-69.1583 12.3114 0,-69.1344 12.2733 0,-69.0625 12.1883 0,-68.9657 12.1153 0,-68.8299 12.0483 0,-68.817 12.0433 0,-68.7989 12.0403 0,-68.747 12.0403 0,-68.7531 12.065 0,-68.8242 12.1603 0,-68.8367 12.1686 0,-68.8511 12.1753 0,-68.8617 12.1789 0,-68.8825 12.1829 0,-68.912 12.1817 0,-68.9656 12.1989 0)))"
