value,geographic_identifier,geometry
"23433.29","6220000","MULTIPOLYGON Z(((0 -20 0,5 -20 0,5 -25 0,0 -25 0,0 -20 0)))"
"23692.50","6220005","MULTIPOLYGON Z(((5 -20 0,10 -20 0,10 -25 0,5 -25 0,5 -20 0)))"
"35371.11","6220010","MULTIPOLYGON Z(((10 -20 0,13.0297 -20 0,13.0303 -20.0014 0,13.0419 -20.0464 0,13.0557 -20.0736 0,13.0845 -20.0994 0,13.1167 -20.1151 0,13.1403 -20.1311 0,13.1597 -20.1547 0,13.175 -20.1808 0,13.1989 -20.2383 0,13.2175 -20.2875 0,13.2239 -20.3078 0,13.2389 -20.3731 0,13.2422 -20.4025 0,13.2442 -20.4331 0,13.2526 -20.4693 0,13.2791 -20.5201 0,13.3064 -20.5558 0,13.3528 -20.6467 0,13.3694 -20.7039 0,13.3764 -20.7399 0,13.3746 -20.7815 0,13.3778 -20.8044 0,13.385 -20.8245 0,13.4039 -20.8624 0,13.5769 -21.1292 0,13.7011 -21.2961 0,13.7792 -21.3942 0,13.8128 -21.4315 0,13.8592 -21.5077 0,13.866 -21.5489 0,13.8779 -21.5946 0,13.9356 -21.6745 0,13.9567 -21.702 0,13.968 -21.7347 0,13.9527 -21.7789 0,14.0425 -21.8622 0,14.1025 -21.914 0,14.1278 -21.9405 0,14.2858 -22.1233 0,14.3876 -22.2835 0,14.4164 -22.3345 0,14.5114 -22.5528 0,14.5246 -22.629 0,14.5274 -22.6679 0,14.5248 -22.6921 0,14.5292 -22.72 0,14.539 -22.8018 0,14.535 -22.8816 0,14.5171 -22.9261 0,14.4624 -22.997 0,14.4447 -22.9606 0,14.4478 -22.9265 0,14.4366 -22.8822 0,14.4106 -22.9672 0,14.4093 -23.0263 0,14.4311 -23.0994 0,14.4405 -23.1242 0,14.4511 -23.1422 0,14.4539 -23.1464 0,14.4614 -23.1664 0,14.4828 -23.2396 0,14.4981 -23.3243 0,14.4961 -23.3506 0,14.4816 -23.3731 0,14.4737 -23.346 0,14.4412 -23.3929 0,14.4343 -23.4146 0,14.4408 -23.4514 0,14.4809 -23.5535 0,14.495 -23.5828 0,14.5006 -23.6169 0,14.5103 -23.8264 0,14.4601 -23.9586 0,14.4553 -23.9878 0,14.4626 -24.1033 0,14.4728 -24.1533 0,14.4883 -24.1995 0,14.5108 -24.2519 0,14.5544 -24.3336 0,14.5708 -24.3597 0,14.6143 -24.4617 0,14.6193 -24.4868 0,14.6051 -24.5211 0,14.5981 -24.5599 0,14.6068 -24.5788 0,14.6647 -24.6422 0,14.7294 -24.714 0,14.7793 -24.804 0,14.7943 -24.8585 0,14.7871 -24.8931 0,14.7917 -24.9379 0,14.8011 -24.9567 0,14.8321 -24.9994 0,14.8324 -25 0,10 -25 0,10 -20 0)))"
"482.87","6220030","MULTIPOLYGON Z(((34.753 -20 0,35 -20 0,35 -20.7499 0,34.9903 -20.7274 0,34.9836 -20.7233 0,34.953 -20.6956 0,34.8711 -20.6567 0,34.7393 -20.5578 0,34.6669 -20.3912 0,34.6951 -20.3811 0,34.7594 -20.1806 0,34.7525 -20.0695 0,34.7506 -20.0367 0,34.753 -20 0)),((35 -24.6603 0,35 -25 0,34.0634 -25 0,34.1081 -24.987 0,34.2458 -24.9464 0,34.3039 -24.9269 0,34.3288 -24.9142 0,34.3742 -24.8917 0,34.443 -24.8683 0,34.4826 -24.8561 0,34.6139 -24.8139 0,34.6539 -24.8 0,34.6939 -24.7861 0,34.8128 -24.7433 0,34.9714 -24.6745 0,35 -24.6603 0)))"
"27529.58","6220045","MULTIPOLYGON Z(((48.791 -20 0,50 -20 0,50 -25 0,47.0426 -25 0,47.0944 -24.9739 0,47.1331 -24.9281 0,47.1372 -24.9128 0,47.1317 -24.895 0,47.1272 -24.8754 0,47.1272 -24.8611 0,47.1301 -24.8461 0,47.1353 -24.8317 0,47.1486 -24.8136 0,47.1986 -24.7414 0,47.2817 -24.5575 0,47.3033 -24.5039 0,47.3131 -24.4711 0,47.3155 -24.4589 0,47.3197 -24.4125 0,47.3394 -24.3061 0,47.4036 -24.1778 0,47.4262 -24.1241 0,47.4881 -24.0308 0,47.4981 -24.015 0,47.5633 -23.8725 0,47.5758 -23.8392 0,47.5872 -23.7942 0,47.6125 -23.6645 0,47.6158 -23.6431 0,47.6169 -23.622 0,47.6289 -23.5617 0,47.7125 -23.3397 0,47.7597 -23.1383 0,47.8028 -22.9978 0,47.8106 -22.9683 0,47.8317 -22.8883 0,47.8372 -22.8672 0,47.8397 -22.8494 0,47.8425 -22.8267 0,47.8478 -22.7817 0,47.8647 -22.6694 0,47.8944 -22.5139 0,47.9008 -22.4858 0,47.9081 -22.4619 0,47.9197 -22.432 0,48.003 -22.2206 0,48.0153 -22.1911 0,48.0508 -22.1106 0,48.1103 -21.9783 0,48.1203 -21.9592 0,48.1408 -21.9231 0,48.2178 -21.745 0,48.3042 -21.4797 0,48.3705 -21.2922 0,48.4564 -20.9856 0,48.4678 -20.9142 0,48.5211 -20.6975 0,48.5394 -20.6456 0,48.585 -20.4936 0,48.6011 -20.4394 0,48.6078 -20.4162 0,48.6167 -20.3881 0,48.6364 -20.3367 0,48.6544 -20.2983 0,48.6914 -20.2217 0,48.7058 -20.1931 0,48.7222 -20.1672 0,48.7508 -20.1111 0,48.7592 -20.0911 0,48.7781 -20.0392 0,48.791 -20 0)))"
"14793.53","6220150","MULTIPOLYGON Z(((150 -20 0,155 -20 0,155 -25 0,153.368 -25 0,153.3611 -24.9788 0,153.3491 -24.9707 0,153.3289 -24.9633 0,153.3205 -24.9578 0,153.313 -24.9503 0,153.2955 -24.9217 0,153.29 -24.9042 0,153.2841 -24.8808 0,153.2819 -24.8622 0,153.2814 -24.8492 0,153.2822 -24.8164 0,153.2831 -24.8033 0,153.2839 -24.7842 0,153.2841 -24.7583 0,153.2836 -24.7247 0,153.2817 -24.6992 0,153.2497 -24.7108 0,153.2361 -24.7189 0,153.2194 -24.7311 0,153.1961 -24.7508 0,153.1892 -24.7583 0,153.173 -24.785 0,153.1586 -24.815 0,153.1691 -24.8192 0,153.178 -24.8247 0,153.1841 -24.8331 0,153.19 -24.8414 0,153.2319 -24.9053 0,153.2377 -24.9142 0,153.2448 -24.932 0,153.2481 -24.9489 0,153.2466 -24.9642 0,153.2402 -24.993 0,153.2382 -25 0,152.5089 -25 0,152.5078 -24.9978 0,152.4976 -24.9726 0,152.4936 -24.9358 0,152.4969 -24.9117 0,152.4977 -24.8774 0,152.4876 -24.8421 0,152.468 -24.8122 0,152.4455 -24.7846 0,152.4183 -24.7603 0,152.3901 -24.7446 0,152.3454 -24.7376 0,152.3116 -24.7269 0,152.2772 -24.71 0,152.2036 -24.6672 0,152.1318 -24.6082 0,152.0525 -24.5036 0,152.0247 -24.4539 0,152.01 -24.4264 0,152.0014 -24.4074 0,151.9877 -24.365 0,151.9812 -24.3372 0,151.9444 -24.2355 0,151.9334 -24.2179 0,151.9061 -24.1944 0,151.8808 -24.1811 0,151.788 -24.0989 0,151.6839 -23.9889 0,151.6398 -23.9774 0,151.6161 -23.9983 0,151.6141 -24.0528 0,151.5655 -24.0968 0,151.538 -24.0863 0,151.5314 -24.0585 0,151.5403 -24.0458 0,151.5466 -24.036 0,151.4928 -23.9974 0,151.4628 -23.9954 0,151.4241 -23.9786 0,151.397 -23.9489 0,151.3183 -23.8583 0,151.2717 -23.8276 0,151.239 -23.8279 0,151.168 -23.7925 0,151.1555 -23.7717 0,151.1424 -23.7064 0,151.1202 -23.6651 0,151.0521 -23.6172 0,151.0414 -23.5826 0,151.0232 -23.5565 0,150.9484 -23.5462 0,150.8672 -23.505 0,150.8004 -23.3807 0,150.7975 -23.3356 0,150.805 -23.3078 0,150.8122 -23.238 0,150.7558 -23.1303 0,150.7714 -22.9761 0,150.7911 -22.8569 0,150.8044 -22.7814 0,150.8191 -22.7319 0,150.7422 -22.6289 0,150.6836 -22.5536 0,150.6758 -22.5049 0,150.7055 -22.4414 0,150.6346 -22.343 0,150.5619 -22.3311 0,150.5344 -22.3835 0,150.5353 -22.4587 0,150.593 -22.5861 0,150.5577 -22.577 0,150.48 -22.5386 0,150.419 -22.5006 0,150.3944 -22.4739 0,150.3219 -22.4375 0,150.2375 -22.4093 0,150.2004 -22.3917 0,150.1858 -22.3747 0,150.1871 -22.3425 0,150.1552 -22.2722 0,150.079 -22.1628 0,150.0437 -22.149 0,150 -22.1602 0,150 -20 0),(151.2724 -23.78 0,151.2991 -23.7506 0,151.2871 -23.6725 0,151.2225 -23.5586 0,151.203 -23.5289 0,151.1303 -23.4855 0,151.0627 -23.4471 0,151.0185 -23.4564 0,151.0278 -23.5258 0,151.0383 -23.5561 0,151.0475 -23.5753 0,151.0661 -23.6053 0,151.1336 -23.6612 0,151.16 -23.709 0,151.1725 -23.7403 0,151.1789 -23.7481 0,151.2173 -23.7843 0,151.2272 -23.7867 0,151.2724 -23.78 0)),((150 -22.6068 0,150 -22.5126 0,150.0122 -22.5458 0,150.0383 -22.641 0,150 -22.6068 0)))"
"26954.57","6220155","MULTIPOLYGON Z(((155 -20 0,160 -20 0,160 -25 0,155 -25 0,155 -20 0)))"
"16828.17","6220160","MULTIPOLYGON Z(((160 -20 0,165 -20 0,165 -20.7032 0,164.8556 -20.6221 0,164.8232 -20.5759 0,164.7402 -20.4883 0,164.6586 -20.445 0,164.5818 -20.4024 0,164.5682 -20.3698 0,164.5099 -20.3092 0,164.3472 -20.2428 0,164.3083 -20.2367 0,164.3018 -20.2597 0,164.3133 -20.2826 0,164.3257 -20.3247 0,164.2525 -20.2958 0,164.213 -20.2732 0,164.1175 -20.1742 0,164.0575 -20.1195 0,164.0368 -20.1021 0,164.018 -20.0886 0,163.9955 -20.0879 0,163.9827 -20.1106 0,163.9922 -20.1558 0,164.1542 -20.3211 0,164.1668 -20.3431 0,164.168 -20.3711 0,164.1557 -20.3954 0,164.1536 -20.4317 0,164.1726 -20.5035 0,164.2069 -20.5369 0,164.2309 -20.559 0,164.2514 -20.5717 0,164.3497 -20.6881 0,164.3851 -20.7718 0,164.4633 -20.8558 0,164.5142 -20.897 0,164.5761 -20.9244 0,164.6238 -20.9408 0,164.6983 -21.0533 0,164.7172 -21.0661 0,164.7475 -21.0824 0,164.8008 -21.0944 0,164.8297 -21.195 0,164.9041 -21.2686 0,164.9455 -21.2997 0,165 -21.3432 0,165 -25 0,160 -25 0,160 -20 0)))"
"9031.67","6220165","MULTIPOLYGON Z(((165 -20 0,170 -20 0,170 -25 0,165 -25 0,165 -21.3432 0,165.1547 -21.4667 0,165.26 -21.5581 0,165.2769 -21.5703 0,165.2973 -21.5825 0,165.5218 -21.6983 0,165.5622 -21.7139 0,165.6194 -21.7333 0,165.6825 -21.7308 0,165.7222 -21.7244 0,165.758 -21.7769 0,165.8303 -21.8444 0,165.968 -21.9328 0,166.0647 -21.9186 0,166.1164 -21.9464 0,166.1389 -21.9635 0,166.1519 -22.0339 0,166.1514 -22.0731 0,166.2164 -22.1436 0,166.2839 -22.1647 0,166.3816 -22.18 0,166.4322 -22.2875 0,166.4519 -22.3167 0,166.5055 -22.2408 0,166.6342 -22.2806 0,166.6812 -22.31 0,166.7336 -22.37 0,166.8158 -22.3625 0,166.8193 -22.324 0,166.8312 -22.2999 0,166.8747 -22.3258 0,166.9214 -22.3739 0,166.9169 -22.3989 0,166.9294 -22.3975 0,166.9986 -22.3411 0,167.0163 -22.3175 0,167.0236 -22.2831 0,167.0281 -22.2328 0,166.9509 -22.0936 0,166.8708 -22.0361 0,166.8455 -22.025 0,166.7436 -21.9869 0,166.6197 -21.9069 0,166.5469 -21.8436 0,166.475 -21.7761 0,166.4539 -21.7467 0,166.43 -21.7272 0,166.3377 -21.6681 0,166.2939 -21.6425 0,166.2333 -21.6111 0,165.9639 -21.4069 0,165.761 -21.3051 0,165.7139 -21.2972 0,165.6308 -21.2797 0,165.6125 -21.2558 0,165.6001 -21.217 0,165.603 -21.1808 0,165.5419 -21.135 0,165.47 -21.1065 0,165.443 -21.0992 0,165.4209 -21.0786 0,165.4011 -21.0558 0,165.2603 -20.8567 0,165.2611 -20.8236 0,165.2469 -20.792 0,165.2233 -20.7653 0,165.1577 -20.7514 0,165.1351 -20.7486 0,165.1118 -20.7519 0,165.0622 -20.7378 0,165.0339 -20.7222 0,165 -20.7032 0,165 -20 0),(167.5017 -22.6722 0,167.5194 -22.6497 0,167.5504 -22.6393 0,167.5547 -22.615 0,167.5412 -22.5937 0,167.505 -22.5602 0,167.4557 -22.5406 0,167.4373 -22.5421 0,167.4252 -22.5514 0,167.4205 -22.5611 0,167.4191 -22.6464 0,167.4547 -22.6658 0,167.4889 -22.6736 0,167.4963 -22.6739 0,167.5017 -22.6722 0),(168.0022 -21.4519 0,167.992 -21.4443 0,167.9841 -21.4344 0,167.9664 -21.4103 0,167.9625 -21.4003 0,167.9625 -21.3872 0,167.9336 -21.3775 0,167.8357 -21.3754 0,167.8097 -21.3839 0,167.815 -21.4069 0,167.8402 -21.4889 0,167.8833 -21.5689 0,167.9702 -21.6486 0,167.9857 -21.6588 0,167.9947 -21.6608 0,168.0461 -21.6589 0,168.0855 -21.6444 0,168.1202 -21.6311 0,168.1305 -21.6161 0,168.1286 -21.5206 0,168.0952 -21.4556 0,168.0316 -21.4629 0,168.0022 -21.4519 0),(167.2898 -20.7556 0,167.3052 -20.7442 0,167.3062 -20.7222 0,167.2458 -20.6878 0,167.23 -20.6814 0,167.2111 -20.6775 0,167.1922 -20.68 0,167.0737 -20.7069 0,167.0514 -20.7201 0,167.0396 -20.7683 0,167.0491 -20.7714 0,167.0644 -20.7653 0,167.0927 -20.7586 0,167.1084 -20.7582 0,167.1575 -20.7769 0,167.1848 -20.7935 0,167.19 -20.8104 0,167.1855 -20.8239 0,167.1696 -20.8533 0,167.1369 -20.8894 0,167.1252 -20.8992 0,167.1114 -20.9067 0,167.0969 -20.9133 0,167.0766 -20.9214 0,167.0625 -20.9211 0,167.0516 -20.9419 0,167.0597 -20.9886 0,167.065 -20.9972 0,167.0938 -21.0314 0,167.1008 -21.0386 0,167.1222 -21.0597 0,167.1336 -21.07 0,167.1419 -21.0761 0,167.1544 -21.0819 0,167.3291 -21.1656 0,167.3627 -21.1833 0,167.368 -21.183 0,167.395 -21.1783 0,167.4218 -21.1551 0,167.4636 -21.0574 0,167.384 -20.9463 0,167.3689 -20.9393 0,167.3303 -20.9381 0,167.3203 -20.9333 0,167.2776 -20.8996 0,167.2789 -20.805 0,167.283 -20.7631 0,167.2898 -20.7556 0),(166.6247 -20.4061 0,166.6091 -20.3896 0,166.5941 -20.3897 0,166.5632 -20.3995 0,166.5605 -20.4114 0,166.5743 -20.4088 0,166.5983 -20.4369 0,166.6014 -20.4475 0,166.5969 -20.4797 0,166.5938 -20.4914 0,166.5805 -20.5035 0,166.5597 -20.5402 0,166.5586 -20.5948 0,166.5546 -20.63 0,166.5486 -20.6419 0,166.5422 -20.65 0,166.5091 -20.6811 0,166.4991 -20.7178 0,166.5058 -20.7175 0,166.5158 -20.7133 0,166.5652 -20.6919 0,166.5744 -20.6869 0,166.5814 -20.6797 0,166.6244 -20.6028 0,166.6108 -20.5983 0,166.5941 -20.6035 0,166.5814 -20.5974 0,166.5766 -20.585 0,166.5761 -20.5595 0,166.5841 -20.5241 0,166.588 -20.5117 0,166.612 -20.4744 0,166.6361 -20.4669 0,166.6515 -20.4664 0,166.6483 -20.4386 0,166.6247 -20.4061 0),(169.8461 -20.2522 0,169.8628 -20.2473 0,169.8797 -20.2317 0,169.8861 -20.2236 0,169.8903 -20.2136 0,169.8939 -20.1992 0,169.8888 -20.1736 0,169.8694 -20.1586 0,169.8475 -20.1458 0,169.8325 -20.1422 0,169.793 -20.1383 0,169.7568 -20.1428 0,169.745 -20.1508 0,169.7352 -20.1678 0,169.7332 -20.1832 0,169.737 -20.2061 0,169.7619 -20.2344 0,169.7703 -20.2406 0,169.8269 -20.2542 0,169.8461 -20.2522 0)))"
"26111.53","6220170","MULTIPOLYGON Z(((170 -20 0,175 -20 0,175 -25 0,170 -25 0,170 -20 0)))"
"46653.75","6220175","MULTIPOLYGON Z(((175 -20 0,180 -20 0,180 -25 0,175 -25 0,175 -20 0)))"
"26473.74","6225000","MULTIPOLYGON Z(((0 -25 0,5 -25 0,5 -30 0,0 -30 0,0 -25 0)))"
"4857.52","6225110","MULTIPOLYGON Z(((110 -25 0,113.6467 -25 0,113.6516 -25.0153 0,113.7011 -25.1224 0,113.7455 -25.1411 0,113.7908 -25.1675 0,113.8067 -25.1812 0,113.8369 -25.2486 0,113.8689 -25.3256 0,113.9151 -25.4317 0,113.9517 -25.4955 0,114.0343 -25.6338 0,114.0531 -25.6522 0,114.1394 -25.7319 0,114.2581 -25.8479 0,114.257 -25.9705 0,114.2397 -26.0014 0,114.2064 -25.9892 0,114.1955 -26.0311 0,114.1719 -26.1826 0,114.1827 -26.2303 0,114.1912 -26.2536 0,114.2101 -26.2671 0,114.2214 -26.2925 0,114.1949 -26.3729 0,114.0693 -26.4617 0,113.9589 -26.3278 0,113.9312 -26.2636 0,113.9269 -26.2094 0,113.9053 -26.1219 0,113.8789 -26.0289 0,113.8633 -26.0557 0,113.8208 -26.1342 0,113.7986 -26.1683 0,113.7648 -26.2012 0,113.714 -26.1969 0,113.6843 -26.1196 0,113.6819 -26.0349 0,113.7098 -26.0076 0,113.7341 -25.889 0,113.6974 -25.7952 0,113.6516 -25.7639 0,113.5911 -25.7122 0,113.5297 -25.6236 0,113.4978 -25.5603 0,113.4694 -25.5408 0,113.4197 -25.6097 0,113.4086 -25.6282 0,113.398 -25.655 0,113.3925 -25.6783 0,113.3911 -25.7104 0,113.4036 -25.7374 0,113.4466 -25.7939 0,113.4928 -25.8587 0,113.5322 -25.9894 0,113.5512 -26.075 0,113.6522 -26.1694 0,113.7436 -26.2267 0,113.7892 -26.2506 0,113.8288 -26.2849 0,113.8614 -26.3365 0,113.8647 -26.4592 0,113.8639 -26.4847 0,113.8558 -26.5075 0,113.8153 -26.5739 0,113.784 -26.6035 0,113.7419 -26.5942 0,113.6775 -26.6342 0,113.6744 -26.66 0,113.6667 -26.6594 0,113.6434 -26.6543 0,113.5697 -26.5697 0,113.5464 -26.5081 0,113.5397 -26.4006 0,113.5346 -26.3379 0,113.5143 -26.2842 0,113.3655 -26.1189 0,113.3578 -26.1864 0,113.3342 -26.2786 0,113.3042 -26.2225 0,113.3033 -26.1672 0,113.3016 -26.1261 0,113.2877 -26.0278 0,113.2679 -26.04 0,113.2642 -26.064 0,113.2703 -26.1003 0,113.2736 -26.1283 0,113.2705 -26.1565 0,113.2536 -26.1958 0,113.2244 -26.2392 0,113.2811 -26.3995 0,113.4466 -26.5556 0,113.4984 -26.5963 0,113.5355 -26.6333 0,113.5858 -26.6908 0,113.6878 -26.8158 0,113.7872 -26.9505 0,113.7991 -26.9675 0,113.9369 -27.1989 0,114.0272 -27.3639 0,114.0728 -27.4511 0,114.0933 -27.5056 0,114.1214 -27.6033 0,114.1353 -27.6625 0,114.141 -27.7072 0,114.1253 -27.7357 0,114.1075 -27.7772 0,114.0965 -27.82 0,114.0947 -27.8515 0,114.1166 -27.9478 0,114.1458 -28.0692 0,114.1543 -28.091 0,114.1972 -28.1506 0,114.2101 -28.1663 0,114.2316 -28.1889 0,114.2615 -28.2083 0,114.3075 -28.2299 0,114.3697 -28.3208 0,114.5028 -28.488 0,114.5142 -28.5058 0,114.53 -28.5319 0,114.5842 -28.6331 0,114.5919 -28.6811 0,114.5965 -28.7253 0,114.5922 -28.7678 0,114.5917 -28.7975 0,114.5966 -28.8283 0,114.6193 -28.8711 0,114.656 -28.9189 0,114.6911 -28.9442 0,114.72 -28.9681 0,114.8348 -29.0965 0,114.8873 -29.2058 0,114.9031 -29.2586 0,114.9028 -29.2992 0,114.9282 -29.3356 0,114.978 -29.4878 0,114.9794 -29.5082 0,114.9734 -29.5376 0,114.9612 -29.5671 0,114.9471 -29.6293 0,114.9419 -29.6706 0,114.9391 -29.7368 0,114.9376 -30 0,110 -30 0,110 -25 0),(113.2092 -26.1408 0,113.2271 -26.1088 0,113.2069 -26.0428 0,113.1969 -26.0189 0,113.1903 -26.0053 0,113.1825 -25.9981 0,113.1591 -25.9778 0,113.1053 -25.8764 0,113.0994 -25.8494 0,113.0761 -25.7858 0,113.0269 -25.6544 0,112.9872 -25.5708 0,112.9835 -25.5581 0,112.9831 -25.5436 0,112.9872 -25.5287 0,112.9975 -25.5133 0,113.0032 -25.499 0,112.9539 -25.4878 0,112.9433 -25.4953 0,112.9197 -25.5269 0,112.9139 -25.5397 0,112.9083 -25.5647 0,112.9075 -25.5839 0,112.9072 -25.6275 0,112.9525 -25.7844 0,113.0275 -25.9203 0,113.1761 -26.1231 0,113.2056 -26.1447 0,113.2092 -26.1408 0)))"
"37650.13","6225150","MULTIPOLYGON Z(((152.5089 -25 0,153.2382 -25 0,153.2372 -25.0033 0,153.2311 -25.0189 0,153.2188 -25.0428 0,153.2111 -25.0564 0,153.1944 -25.0756 0,153.1716 -25.0961 0,153.135 -25.1244 0,153.0908 -25.1522 0,153.0494 -25.2308 0,153.0607 -25.2378 0,153.0636 -25.2522 0,153.0643 -25.3386 0,153.055 -25.3608 0,153.0326 -25.4 0,153.0158 -25.4156 0,153.0089 -25.423 0,152.9966 -25.4394 0,152.9919 -25.4483 0,152.943 -25.5583 0,152.9422 -25.5714 0,152.9436 -25.5831 0,152.9541 -25.6153 0,152.9941 -25.728 0,152.9977 -25.7378 0,153.038 -25.7874 0,153.0536 -25.7978 0,153.0744 -25.7996 0,153.0816 -25.7958 0,153.0864 -25.7931 0,153.0916 -25.7842 0,153.0963 -25.7678 0,153.0975 -25.7486 0,153.0953 -25.7308 0,153.0875 -25.7064 0,153.0819 -25.6875 0,153.0827 -25.6678 0,153.0858 -25.6567 0,153.1272 -25.5364 0,153.185 -25.41 0,153.2366 -25.3047 0,153.255 -25.2669 0,153.3011 -25.1714 0,153.3664 -25.0305 0,153.3711 -25.0142 0,153.3688 -25.0025 0,153.368 -25 0,155 -25 0,155 -30 0,153.2396 -30 0,153.2539 -29.9525 0,153.2922 -29.7814 0,153.3466 -29.5292 0,153.3655 -29.3983 0,153.3596 -29.378 0,153.3413 -29.3565 0,153.3376 -29.3283 0,153.3453 -29.3004 0,153.3561 -29.272 0,153.4341 -29.0756 0,153.448 -29.0438 0,153.4759 -29.0024 0,153.4919 -28.9825 0,153.5186 -28.9503 0,153.5327 -28.9353 0,153.5619 -28.9128 0,153.5791 -28.8974 0,153.606 -28.8622 0,153.6242 -28.661 0,153.6069 -28.635 0,153.5914 -28.6218 0,153.5785 -28.6056 0,153.5707 -28.5839 0,153.5627 -28.53 0,153.5597 -28.4917 0,153.5622 -28.4594 0,153.5694 -28.4375 0,153.5769 -28.4069 0,153.5844 -28.3621 0,153.5915 -28.2739 0,153.5776 -28.2079 0,153.5557 -28.183 0,153.5263 -28.1767 0,153.506 -28.1501 0,153.4891 -28.1392 0,153.4602 -28.0928 0,153.4502 -28.0749 0,153.4103 -27.9819 0,153.4239 -27.9137 0,153.4327 -27.8483 0,153.4033 -27.7772 0,153.3774 -27.7528 0,153.3187 -27.6712 0,153.3122 -27.6461 0,153.3047 -27.605 0,153.2683 -27.5025 0,153.2561 -27.4797 0,153.1747 -27.3889 0,153.0902 -27.3333 0,153.0648 -27.3133 0,153.0346 -27.1767 0,153.04 -27.165 0,153.0558 -27.1378 0,153.0705 -27.1199 0,153.0956 -27.1004 0,153.1572 -27.0828 0,153.1558 -26.9553 0,153.143 -26.73 0,153.1311 -26.6842 0,153.1152 -26.6694 0,153.1041 -26.5064 0,153.0903 -26.3733 0,153.0762 -26.3476 0,153.0721 -26.3085 0,153.0905 -26.2183 0,153.1005 -26.1792 0,153.1375 -26.0678 0,153.1855 -25.9733 0,153.1819 -25.9494 0,153.0997 -25.9097 0,153.0647 -25.9006 0,153.0379 -25.8906 0,153.023 -25.8368 0,152.984 -25.7718 0,152.9535 -25.7642 0,152.9205 -25.7354 0,152.8986 -25.6792 0,152.8933 -25.5624 0,152.9343 -25.5247 0,152.9466 -25.4364 0,152.9078 -25.2889 0,152.8541 -25.2822 0,152.809 -25.2826 0,152.7225 -25.2611 0,152.6715 -25.2451 0,152.5611 -25.0875 0,152.5261 -25.0356 0,152.5089 -25 0),(153.454 -27.7264 0,153.4608 -27.6865 0,153.4655 -27.6531 0,153.475 -27.6139 0,153.4899 -27.5653 0,153.5119 -27.4947 0,153.5253 -27.4653 0,153.5408 -27.4311 0,153.541 -27.4181 0,153.4722 -27.4075 0,153.4336 -27.4161 0,153.4083 -27.5211 0,153.3969 -27.5992 0,153.3953 -27.6114 0,153.3894 -27.6965 0,153.3917 -27.7117 0,153.3979 -27.7285 0,153.4069 -27.7311 0,153.454 -27.7264 0),(153.415 -27.2481 0,153.4136 -27.2219 0,153.4144 -27.2089 0,153.4161 -27.1972 0,153.4186 -27.1856 0,153.4216 -27.1747 0,153.4453 -27.1056 0,153.4514 -27.0903 0,153.4591 -27.07 0,153.4639 -27.0542 0,153.4664 -27.0342 0,153.4596 -27.0213 0,153.4444 -27.0193 0,153.3683 -27.0517 0,153.3584 -27.0615 0,153.3587 -27.1967 0,153.3675 -27.2267 0,153.3766 -27.2453 0,153.388 -27.2631 0,153.4055 -27.3014 0,153.4253 -27.3628 0,153.415 -27.2481 0)))"
"72555.73","6225155","MULTIPOLYGON Z(((155 -25 0,160 -25 0,160 -30 0,155 -30 0,155 -25 0)))"
"49469.37","6225160","MULTIPOLYGON Z(((160 -25 0,165 -25 0,165 -30 0,160 -30 0,160 -25 0)))"
"8357.10","6225165","MULTIPOLYGON Z(((165 -25 0,170 -25 0,170 -30 0,165 -30 0,165 -25 0),(167.9833 -29.0661 0,167.9989 -29.0275 0,167.9474 -29.0031 0,167.9305 -29.0006 0,167.9109 -29.0074 0,167.9161 -29.0431 0,167.9236 -29.0567 0,167.965 -29.0811 0,167.9833 -29.0661 0)))"
"40689.85","6225170","MULTIPOLYGON Z(((170 -25 0,175 -25 0,175 -30 0,170 -30 0,170 -25 0)))"
"32738.17","6225175","MULTIPOLYGON Z(((175 -25 0,180 -25 0,180 -30 0,175 -30 0,175 -25 0)))"
"19903.32","6230000","MULTIPOLYGON Z(((0 -30 0,5 -30 0,5 -35 0,0 -35 0,0 -30 0)))"
"27936.17","6230005","MULTIPOLYGON Z(((5 -30 0,10 -30 0,10 -35 0,5 -35 0,5 -30 0)))"
"64643.36","6230010","MULTIPOLYGON Z(((10 -30 0,15 -30 0,15 -35 0,10 -35 0,10 -30 0)))"
