"OCEAN","REGION","MAJOR_GROUP","ORDER","FAMILY","SPECIES"
"Indian","Indian Ocean, Western","PISCES","BERYCIFORMES","HOLOCENTRIDAE","HCZ"
"Indian","Indian Ocean, Western","PISCES","PERCOIDEI","SERRANIDAE","EFH"
"Indian","Indian Ocean, Western","PISCES","PERCOIDEI","SERRANIDAE","VRL"
"Atlantic","Atlantic, Eastern Central","PISCES","PERCOIDEI","SCIAENIDAE","KOB"
"Atlantic","Atlantic, Eastern Central","PISCES","PERCOIDEI","SPARIDAE","PAR"
"Indian","Indian Ocean, Western","PISCES","RAJIFORMES","MYLIOBATIDAE","EAG"
"Indian","Indian Ocean, Western","PISCES","STROMATEOIDEI, ANABANTOIDEI","CENTROLOPHIDAE","BWA"
"Pacific","Pacific, Southeast","PISCES","CLUPEIFORMES","CLUPEIDAE","THP"
"Pacific","Pacific, Eastern Central","CRUSTACEA","CRUSTACEA MISCELLANEA","","CRU"
"Pacific","Pacific, Southeast","PISCES","CLUPEIFORMES","ENGRAULIDAE","VEP"
"Pacific","Pacific, Southeast","PISCES","SCOMBROIDEI","SCOMBRIDAE","WAH"
"Pacific","Pacific, Southeast","PISCES","SCOMBROIDEI","SCOMBRIDAE","SIE"
"Pacific","Pacific, Southeast","PISCES","PERCOIDEI","CARANGIDAE","LNP"
"Pacific","Pacific, Southeast","PISCES","PERCOIDEI","CARANGIDAE","AMX"
"Atlantic","Atlantic, Western Central","PISCES","PERCOIDEI","CARANGIDAE","RRU"
"Pacific","Pacific, Southeast","PISCES","OTHER PERCIFORMES","SPHYRAENIDAE","YRE"
"Pacific","Pacific, Southeast","PISCES","LAMNIFORMES","ALOPIIDAE","PTH"
"Pacific","Pacific, Southeast","PISCES","LAMNIFORMES","ALOPIIDAE","BTH"
"Pacific","Pacific, Southeast","PISCES","CARCHARHINIFORMES","CARCHARHINIDAE","FAL"
"Pacific","Pacific, Southeast","PISCES","CARCHARHINIFORMES","SPHYRNIDAE","SPL"
"Pacific","Pacific, Southeast","PISCES","CARCHARHINIFORMES","SPHYRNIDAE","SPY"
"Atlantic","Atlantic, Eastern Central","PISCES","CARCHARHINIFORMES","CARCHARHINIDAE","RSK"
"","Asia - Inland waters","CRUSTACEA","BRACHYURA","PORTUNIDAE","MUD"
"Pacific","Pacific, Northwest","CRUSTACEA","BRACHYURA","PORTUNIDAE","MUD"
"Pacific","Pacific, Eastern Central","PISCES","BELONIFORMES","HEMIRAMPHIDAE","JKX"
"Atlantic","Atlantic, Western Central","MOLLUSCA","BIVALVIA","","CLX"
"Atlantic","Atlantic, Eastern Central","PISCES","PERCOIDEI","SERRANIDAE","GPW"
"Atlantic","Atlantic, Eastern Central","PISCES","PERCOIDEI","PRIACANTHIDAE","BIG"
"Atlantic","Atlantic, Eastern Central","PISCES","PERCOIDEI","BRANCHIOSTEGIDAE","TIS"
"Atlantic","Mediterranean and Black Sea","PISCES","SCOMBROIDEI","SCOMBRIDAE","VMA"
"Atlantic","Mediterranean and Black Sea","PISCES","PERCOIDEI","SCIAENIDAE","CBM"
"Atlantic","Mediterranean and Black Sea","PISCES","PERCOIDEI","SCIAENIDAE","MGR"
"Atlantic","Mediterranean and Black Sea","PISCES","PERCOIDEI","SPARIDAE","SBR"
"Atlantic","Mediterranean and Black Sea","PISCES","PERCOIDEI","SPARIDAE","ANN"
"Atlantic","Mediterranean and Black Sea","PISCES","PERCOIDEI","SPARIDAE","CTB"
"Atlantic","Mediterranean and Black Sea","PISCES","PERCOIDEI","SPARIDAE","SHR"
"Atlantic","Mediterranean and Black Sea","PISCES","PERCOIDEI","SPARIDAE","DEP"
"Atlantic","Mediterranean and Black Sea","PISCES","OTHER PERCIFORMES","SPHYRAENIDAE","YRS"
"Atlantic","Mediterranean and Black Sea","PISCES","CARCHARHINIFORMES","TRIAKIDAE","SMD"
"Atlantic","Mediterranean and Black Sea","PISCES","RAJIFORMES","MYLIOBATIDAE","MYL"
"Atlantic","Atlantic, Eastern Central","PISCES","PERCOIDEI","CARANGIDAE","HMY"
"Indian","Indian Ocean, Western","PISCES","PERCOIDEI","CARANGIDAE","RRU"
"Pacific","Pacific, Southeast","PISCES","PERCOIDEI","SPARIDAE","SBX"
"Atlantic","Atlantic, Southeast","PISCES","MYCTOPHIFORMES","MYCTOPHIDAE","LAN"
"Indian","Indian Ocean, Western","PISCES","ZEIFORMES","CAPROIDAE","BOR"
"Indian","Indian Ocean, Western","PISCES","ZEIFORMES","OREOSOMATIDAE","ONV"
"Indian","Indian Ocean, Western","PISCES","ZEIFORMES","OREOSOMATIDAE","SSO"
"Pacific","Pacific, Southeast","PISCES","SCOMBROIDEI","SCOMBRIDAE","MAX"
"Atlantic","Atlantic, Western Central","PISCES","CARCHARHINIFORMES","CARCHARHINIDAE","FAL"
"","America, South - Inland waters","AMPHIBIA, REPTILIA","CROCODILIA","CROCODYLIDAE","YUU"
"Atlantic","Mediterranean and Black Sea","PISCES","PERCOIDEI","CENTRACANTHIDAE","BPI"
"Atlantic","Mediterranean and Black Sea","PISCES","PERCOIDEI","CENTRACANTHIDAE","SPC"
"Atlantic","Mediterranean and Black Sea","PISCES","PERCOIDEI","LABRIDAE","WRM"
"Atlantic","Mediterranean and Black Sea","PISCES","TRACHINOIDEI","URANOSCOPIDAE","UUC"
"Atlantic","Atlantic, Southeast","PISCES","SCOMBROIDEI","GEMPYLIDAE","GEP"
"Indian","Indian Ocean, Western","PISCES","PERCOIDEI","CORYPHAENIDAE","DOL"
"Pacific","Pacific, Southeast","PISCES","GADIFORMES","","GAD"
"Atlantic","Atlantic, Eastern Central","PISCES","PERCOIDEI","SCIAENIDAE","COB"
"Atlantic","Mediterranean and Black Sea","MOLLUSCA","BIVALVIA","VENERIDAE","KLK"
"Indian","Indian Ocean, Western","PISCES","ZEIFORMES","OREOSOMATIDAE","BOE"
"Pacific","Pacific, Southeast","PISCES","BELONIFORMES","EXOCOETIDAE","FLY"
"Atlantic","Mediterranean and Black Sea","CRUSTACEA","ANOSTRACA","ARTEMIIDAE","AMS"
"Atlantic","Mediterranean and Black Sea","CRUSTACEA","STOMATOPODA","SQUILLIDAE","MTS"
"Atlantic","Mediterranean and Black Sea","MOLLUSCA","GASTROPODA","MURICIDAE","MUE"
"Atlantic","Mediterranean and Black Sea","MOLLUSCA","GASTROPODA","","GAS"
"Atlantic","Mediterranean and Black Sea","MOLLUSCA","BIVALVIA","OSTREIDAE","OYF"
"Atlantic","Mediterranean and Black Sea","MOLLUSCA","BIVALVIA","PECTINIDAE","SJA"
"Atlantic","Mediterranean and Black Sea","MOLLUSCA","BIVALVIA","PECTINIDAE","VSC"
"Atlantic","Mediterranean and Black Sea","MOLLUSCA","BIVALVIA","PECTINIDAE","SCX"
"Atlantic","Mediterranean and Black Sea","MOLLUSCA","BIVALVIA","ARCIDAE","RKQ"
"","America, North - Inland waters","AMPHIBIA, REPTILIA","ANURA","RANIDAE","FRG"
"Pacific","Pacific, Southeast","PISCES","PISCES MISCELLANEA","","PPX"
"Atlantic","Mediterranean and Black Sea","PISCES","SCORPAENIFORMES","SCORPAENIDAE","BBS"
"Atlantic","Mediterranean and Black Sea","PISCES","SCORPAENIFORMES","SCORPAENIDAE","RSE"
"Atlantic","Atlantic, Western Central","PISCES","PERCOIDEI","SERRANIDAE","GPR"
"Pacific","Pacific, Eastern Central","PISCES","MUGILIFORMES","MUGILIDAE","MUL"
"Pacific","Pacific, Eastern Central","PISCES","PERCOIDEI","LUTJANIDAE","SNA"
"Indian","Indian Ocean, Western","PISCES","STOMIIFORMES","STOMIIDAE","BRT"
"Atlantic","Atlantic, Western Central","CRUSTACEA","NATANTIA","PENAEIDAE","APS"
"Atlantic","Mediterranean and Black Sea","PISCES","GADIFORMES","GADIDAE","FOX"
"Atlantic","Mediterranean and Black Sea","PISCES","ANGUILLIFORMES","MURAENIDAE","MMH"
"Atlantic","Mediterranean and Black Sea","PISCES","PERCOIDEI","SERRANIDAE","CBR"
"Atlantic","Mediterranean and Black Sea","PISCES","ATHERINIFORMES","ATHERINIDAE","AHH"
"Atlantic","Mediterranean and Black Sea","PISCES","PERCOIDEI","CORYPHAENIDAE","DOL"
"Indian","Indian Ocean, Western","PISCES","BELONIFORMES","BELONIDAE","BEN"
"Pacific","Pacific, Southeast","PISCES","PERCOIDEI","SERRANIDAE","BAP"
"Atlantic","Atlantic, Southeast","PISCES","PERCOIDEI","SPARIDAE","DEA"
"Indian","Indian Ocean, Western","PISCES","CETOMIMIFORMES","BARBOURISIIDAE","BBF"
"Atlantic","Atlantic, Northeast","PISCES","SALMONIFORMES","COREGONIDAE","PLN"
"Atlantic","Atlantic, Northeast","PISCES","SCOMBROIDEI","SCOMBRIDAE","BON"
"Atlantic","Atlantic, Northeast","PISCES","GADIFORMES","GADIDAE","USK"
"Atlantic","Atlantic, Northeast","PISCES","MYXINIFORMES","MYXINIDAE","MYG"
"","America, North - Inland waters","AMPHIBIA, REPTILIA","CROCODILIA","CROCODYLIDAE","CMB"
"Atlantic","Mediterranean and Black Sea","PISCES","PERCOIDEI","SERRANIDAE","SRK"
"Atlantic","Atlantic, Eastern Central","MOLLUSCA","CEPHALOPODA","SEPIIDAE","CTC"
"Atlantic","Mediterranean and Black Sea","PISCES","PERCOIDEI","CARANGIDAE","TRE"
"Atlantic","Mediterranean and Black Sea","MOLLUSCA","CEPHALOPODA","LOLIGINIDAE","SQR"
"Atlantic","Mediterranean and Black Sea","MOLLUSCA","CEPHALOPODA","OMMASTREPHIDAE","SQM"
"Atlantic","Atlantic, Northeast","PISCES","CYPRINIFORMES","CYPRINIDAE","FCP"
"Atlantic","Atlantic, Western Central","PISCES","CLUPEIFORMES","CLUPEIDAE","SAS"
"Atlantic","Atlantic, Northeast","PISCES","GADIFORMES","GADIDAE","BLI"
"Atlantic","Atlantic, Northeast","PISCES","GADIFORMES","GADIDAE","GFB"
"Atlantic","Atlantic, Eastern Central","PISCES","PERCOIDEI","MORONIDAE","BSS"
"","America, North - Inland waters","CRUSTACEA","CRUSTACEA MISCELLANEA","","FCX"
"Atlantic","Atlantic, Northeast","PISCES","PERCOIDEI","BRAMIDAE","POA"
"Atlantic","Mediterranean and Black Sea","PISCES","PLEURONECTIFORMES","SOLEIDAE","SOX"
"Atlantic","Mediterranean and Black Sea","PISCES","AULOPIFORMES","SYNODONTIDAE","LIX"
"Atlantic","Mediterranean and Black Sea","PISCES","CARCHARHINIFORMES","CARCHARHINIDAE","BSH"
"Atlantic","Mediterranean and Black Sea","PISCES","RAJIFORMES","DASYATIDAE","STT"
"Atlantic","Atlantic, Northeast","PISCES","CYPRINIFORMES","CYPRINIDAE","FTE"
"Atlantic","Atlantic, Northeast","PISCES","CYPRINIFORMES","CYPRINIDAE","FCC"
"Atlantic","Atlantic, Northeast","PISCES","CYPRINIFORMES","CYPRINIDAE","FRO"
"Atlantic","Atlantic, Northeast","PISCES","GADIFORMES","GADIDAE","GDG"
"Atlantic","Atlantic, Northeast","PISCES","CARCHARHINIFORMES","TRIAKIDAE","GAG"
"Atlantic","Mediterranean and Black Sea","PISCES","ANGUILLIFORMES","OPHICHTHIDAE","AOM"
"Atlantic","Mediterranean and Black Sea","PISCES","SYNGNATHIFORMES","FISTULARIIDAE","FIO"
"Atlantic","Mediterranean and Black Sea","PISCES","BERYCIFORMES","HOLOCENTRIDAE","HWH"
"Atlantic","Mediterranean and Black Sea","PISCES","SCOMBROIDEI","GEMPYLIDAE","OIL"
"Atlantic","Mediterranean and Black Sea","PISCES","SCOMBROIDEI","ISTIOPHORIDAE","MSP"
"Atlantic","Mediterranean and Black Sea","CRUSTACEA","REPTANTIA","SCYLLARIDAE","YLL"
"Atlantic","Mediterranean and Black Sea","MOLLUSCA","BIVALVIA","VENERIDAE","CTG"
"Atlantic","Mediterranean and Black Sea","MOLLUSCA","BIVALVIA","VENERIDAE","VEV"
"Atlantic","Mediterranean and Black Sea","MOLLUSCA","BIVALVIA","","CLX"
"Atlantic","Mediterranean and Black Sea","MOLLUSCA","CEPHALOPODA","OMMASTREPHIDAE","SQU"
"Atlantic","Mediterranean and Black Sea","MOLLUSCA","CEPHALOPODA","OCTOPODIDAE","OCM"
"Atlantic","Mediterranean and Black Sea","MAMMALIA","ODONTOCETI","DELPHINIDAE","DST"
"Atlantic","Atlantic, Southwest","PISCES","SCORPAENIFORMES","SCORPAENIDAE","SCO"
"Atlantic","Atlantic, Northeast","PISCES","SALMONIFORMES","SALMONIDAE","TRS"
"Atlantic","Atlantic, Northeast","PISCES","SALMONIFORMES","SALMONIDAE","TRR"
