"Year","MonthStart","Gear","Fleet","EffortUnits","QualityCode","Source","Region","Ocean","FAO_AREA_CODE","effort"
2017,7,"FLL","MUS","HOOKS",2,"LO",NA,NA,NA,1260
2017,8,"FLL","MUS","HOOKS",2,"LO",NA,NA,NA,30829
2017,8,"FLL","MUS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",25956
2017,9,"FLL","MUS","HOOKS",2,"LO",NA,NA,NA,47187
2017,9,"FLL","MUS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",19774
2017,10,"FLL","MUS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",11236
2017,10,"FLL","MUS","HOOKS",2,"LO",NA,NA,NA,14691
2017,11,"FLL","MUS","HOOKS",2,"LO",NA,NA,NA,15556
2017,11,"FLL","MUS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",19351.5
2017,12,"FLL","MUS","HOOKS",2,"LO",NA,NA,NA,29898
2017,12,"FLL","MUS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",18026
2001,1,"LL","MUS","HOOKS",0,"LO","Indian Ocean, Western","Indian","51",2975
2001,2,"LL","MUS","HOOKS",0,"LO","Indian Ocean, Western","Indian","51",2762.5
2003,1,"LL","MUS","HOOKS",0,"LO","Indian Ocean, Eastern","Indian","57",5000
2003,1,"LL","MUS","HOOKS",0,"LO","Indian Ocean, Western","Indian","51",8922.33333333333
2003,2,"LL","MUS","HOOKS",0,"LO","Indian Ocean, Western","Indian","51",9760.2
2003,3,"LL","MUS","HOOKS",0,"LO","Indian Ocean, Western","Indian","51",20090.6
2003,4,"LL","MUS","HOOKS",0,"LO","Indian Ocean, Western","Indian","51",23988
2003,5,"LL","MUS","HOOKS",0,"LO","Indian Ocean, Western","Indian","51",6292.5
2003,5,"LL","MUS","HOOKS",0,"LO","Indian Ocean, Eastern","Indian","57",20997
2003,6,"LL","MUS","HOOKS",0,"LO","Indian Ocean, Eastern","Indian","57",8401.5
2003,6,"LL","MUS","HOOKS",0,"LO","Indian Ocean, Western","Indian","51",3022.33333333333
2003,7,"LL","MUS","HOOKS",0,"LO","Indian Ocean, Western","Indian","51",9509.83333333333
2003,7,"LL","MUS","HOOKS",0,"LO","Indian Ocean, Eastern","Indian","57",4557
2003,8,"LL","MUS","HOOKS",0,"LO","Indian Ocean, Western","Indian","51",17523.25
2003,9,"LL","MUS","HOOKS",0,"LO","Indian Ocean, Western","Indian","51",5391
2003,10,"LL","MUS","HOOKS",0,"LO","Indian Ocean, Western","Indian","51",4345
2003,10,"LL","MUS","HOOKS",0,"LO","Indian Ocean, Eastern","Indian","57",9975
2003,11,"LL","MUS","HOOKS",0,"LO","Indian Ocean, Eastern","Indian","57",10500
2003,12,"LL","MUS","HOOKS",0,"LO","Indian Ocean, Western","Indian","51",2200
2003,12,"LL","MUS","HOOKS",0,"LO","Indian Ocean, Eastern","Indian","57",7700
2004,1,"LL","MUS","HOOKS",0,"LO","Indian Ocean, Eastern","Indian","57",7248.4
2004,1,"LL","MUS","HOOKS",0,"LO","Indian Ocean, Western","Indian","51",16725.5
2004,2,"LL","MUS","HOOKS",0,"LO","Indian Ocean, Western","Indian","51",10594.3333333333
2004,2,"LL","MUS","HOOKS",0,"LO","Indian Ocean, Eastern","Indian","57",16416
2004,3,"LL","MUS","HOOKS",0,"LO","Indian Ocean, Western","Indian","51",7711
2004,3,"LL","MUS","HOOKS",0,"LO","Indian Ocean, Eastern","Indian","57",8700.8
2004,4,"LL","MUS","HOOKS",0,"LO","Indian Ocean, Western","Indian","51",1206
2004,4,"LL","MUS","HOOKS",0,"LO","Indian Ocean, Eastern","Indian","57",22569.75
2004,5,"LL","MUS","HOOKS",0,"LO","Indian Ocean, Eastern","Indian","57",20217.75
2004,6,"LL","MUS","HOOKS",0,"LO","Indian Ocean, Eastern","Indian","57",10982.6
2004,7,"LL","MUS","HOOKS",0,"LO","Indian Ocean, Western","Indian","51",5737.33333333333
2004,7,"LL","MUS","HOOKS",0,"LO","Indian Ocean, Eastern","Indian","57",14209
2004,8,"LL","MUS","HOOKS",0,"LO","Indian Ocean, Western","Indian","51",5095
2004,9,"LL","MUS","HOOKS",0,"LO","Indian Ocean, Western","Indian","51",11473.3333333333
2004,10,"LL","MUS","HOOKS",0,"LO","Indian Ocean, Western","Indian","51",32685
2004,11,"LL","MUS","HOOKS",0,"LO","Indian Ocean, Western","Indian","51",4223.75
2004,12,"LL","MUS","HOOKS",0,"LO","Indian Ocean, Western","Indian","51",17871
2005,1,"LL","MUS","HOOKS",0,"LO","Indian Ocean, Western","Indian","51",20455
2005,1,"LL","MUS","HOOKS",0,"LO","Indian Ocean, Eastern","Indian","57",15302
2005,2,"LL","MUS","HOOKS",0,"LO","Indian Ocean, Western","Indian","51",13104.1666666667
2005,3,"LL","MUS","HOOKS",0,"LO","Indian Ocean, Western","Indian","51",18530.4
2005,4,"LL","MUS","HOOKS",0,"LO","Indian Ocean, Western","Indian","51",17137.2
2005,5,"LL","MUS","HOOKS",0,"LO","Indian Ocean, Western","Indian","51",14785
2005,6,"LL","MUS","HOOKS",0,"LO","Indian Ocean, Western","Indian","51",23964
2005,6,"LL","MUS","HOOKS",1,"LOEF","Indian Ocean, Western","Indian","51",5840.27
2005,7,"LL","MUS","HOOKS",0,"LO","Indian Ocean, Western","Indian","51",36384.6666666667
2005,8,"LL","MUS","HOOKS",0,"LO","Indian Ocean, Western","Indian","51",19298.7142857143
2005,9,"LL","MUS","HOOKS",0,"LO","Indian Ocean, Western","Indian","51",3942.5
2005,10,"LL","MUS","HOOKS",0,"LO","Indian Ocean, Western","Indian","51",31271
2005,11,"LL","MUS","HOOKS",0,"LO","Indian Ocean, Western","Indian","51",10599
2006,2,"LL","MUS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",4471.4
2006,3,"LL","MUS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",10170.2857142857
2006,4,"LL","MUS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",22004.3333333333
2006,5,"LL","MUS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",8968.75
2006,6,"LL","MUS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",12969.6666666667
2006,7,"LL","MUS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",11358.125
2006,8,"LL","MUS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",12654.2
2006,8,"LL","MUS","HOOKS",2,"LO","Indian Ocean, Eastern","Indian","57",14917
2006,9,"LL","MUS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",13421.1428571429
2006,10,"LL","MUS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",13047.3333333333
2006,11,"LL","MUS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",12344.6666666667
2006,12,"LL","MUS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",4024
2007,1,"LL","MUS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",8882.22222222222
2007,2,"LL","MUS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",7659.25
2007,3,"LL","MUS","HOOKS",2,"LO",NA,NA,NA,35350
2007,3,"LL","MUS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",1555.5
2007,4,"LL","MUS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",45567
2007,5,"LL","MUS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",15552.5
2007,6,"LL","MUS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",11643.2
2007,7,"LL","MUS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",8113
2007,7,"LL","MUS","HOOKS",2,"LO","Indian Ocean, Eastern","Indian","57",17248
2007,8,"LL","MUS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",27620.6666666667
2007,9,"LL","MUS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",9178.57142857143
2007,10,"LL","MUS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",7788.33333333333
2007,10,"LL","MUS","HOOKS",2,"LO","Indian Ocean, Eastern","Indian","57",15140
2007,11,"LL","MUS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",11579.5
2007,12,"LL","MUS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",12783.3333333333
2008,1,"LL","MUS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",12130.5
2008,2,"LL","MUS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",11107
2008,3,"LL","MUS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",8746.33333333333
2008,4,"LL","MUS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",23887.6666666667
2008,5,"LL","MUS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",10832.6666666667
2008,6,"LL","MUS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",17201
2008,7,"LL","MUS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",15286.5
2008,9,"LL","MUS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",6527
2008,10,"LL","MUS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",31165
2008,10,"LL","MUS","HOOKS",2,"LO","Indian Ocean, Eastern","Indian","57",2599
2008,11,"LL","MUS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",18793
2008,12,"LL","MUS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",12441
2008,12,"LL","MUS","HOOKS",2,"LO","Indian Ocean, Eastern","Indian","57",12714
2009,1,"LL","MUS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",12696
2009,2,"LL","MUS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",6910.5
2010,1,"LL","MUS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",16144
2010,2,"LL","MUS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",3600
2010,3,"LL","MUS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",7219.2
2010,4,"LL","MUS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",16560
2010,5,"LL","MUS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",1440
2010,6,"LL","MUS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",7365
2010,7,"LL","MUS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",4290.66666666667
2010,8,"LL","MUS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",2787
2010,9,"LL","MUS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",7023.5
2010,10,"LL","MUS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",31693
2010,11,"LL","MUS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",10800
2013,1,"FLL","MYS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",65000
2013,2,"FLL","MYS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",52000
2013,3,"FLL","MYS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",16000
2013,4,"FLL","MYS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",33000
2013,5,"FLL","MYS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",36000
2013,6,"FLL","MYS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",54500
2013,7,"FLL","MYS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",85333.3333333333
2013,8,"FLL","MYS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",30000
2013,9,"FLL","MYS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",20000
2013,10,"FLL","MYS","HOOKS",2,"LO",NA,NA,NA,45000
2013,10,"FLL","MYS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",7000
2013,11,"FLL","MYS","HOOKS",2,"LO",NA,NA,NA,103000
2013,11,"FLL","MYS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",16000
2013,12,"FLL","MYS","HOOKS",2,"LO",NA,NA,NA,9000
2013,12,"FLL","MYS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",101000
2014,1,"FLL","MYS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",19000
2014,1,"FLL","MYS","HOOKS",2,"LO",NA,NA,NA,124500
2014,2,"FLL","MYS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",43500
2014,3,"FLL","MYS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",105000
2014,5,"FLL","MYS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",66000
2014,6,"FLL","MYS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",68887.5
2014,7,"FLL","MYS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",78750
2014,8,"FLL","MYS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",82000
2014,10,"FLL","MYS","HOOKS",2,"LO",NA,NA,NA,126000
2014,10,"FLL","MYS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",48000
2014,11,"FLL","MYS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",66000
2014,11,"FLL","MYS","HOOKS",2,"LO",NA,NA,NA,117000
2014,12,"FLL","MYS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",99000
2015,1,"FLL","MYS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",78750
2015,2,"FLL","MYS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",92000
2015,3,"FLL","MYS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",68000
2015,4,"FLL","MYS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",78000
2015,5,"FLL","MYS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",129000
2015,6,"FLL","MYS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",127000
2015,7,"FLL","MYS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",198000
2015,8,"FLL","MYS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",127000
2015,9,"FLL","MYS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",48000
2015,10,"FLL","MYS","HOOKS",2,"LO",NA,NA,NA,192000
2015,10,"FLL","MYS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",12000
2015,11,"FLL","MYS","HOOKS",2,"LO",NA,NA,NA,99000
2015,11,"FLL","MYS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",108000
2015,12,"FLL","MYS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",34500
2015,12,"FLL","MYS","HOOKS",2,"LO",NA,NA,NA,315000
2016,1,"FLL","MYS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",69000
2016,1,"FLL","MYS","HOOKS",2,"LO",NA,NA,NA,165000
2016,2,"FLL","MYS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",66000
2016,3,"FLL","MYS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",120000
2016,4,"FLL","MYS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",76000
2016,5,"FLL","MYS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",79800
2016,6,"FLL","MYS","HOOKS",2,"LO","Indian Ocean, Eastern","Indian","57",1600
2016,6,"FLL","MYS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",39666.6666666667
2016,7,"FLL","MYS","HOOKS",2,"LO","Indian Ocean, Eastern","Indian","57",9650
2016,7,"FLL","MYS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",73200
2016,8,"FLL","MYS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",99750
2016,9,"FLL","MYS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",14733.3333333333
2016,10,"FLL","MYS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",47840
2016,10,"FLL","MYS","HOOKS",2,"LO",NA,NA,NA,63000
2016,11,"FLL","MYS","HOOKS",2,"LO",NA,NA,NA,163500
2016,11,"FLL","MYS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",25500
2016,12,"FLL","MYS","HOOKS",2,"LO","Indian Ocean, Eastern","Indian","57",11200
2016,12,"FLL","MYS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",68640
2016,12,"FLL","MYS","HOOKS",2,"LO",NA,NA,NA,48000
2017,1,"FLL","MYS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",116265
2017,1,"FLL","MYS","HOOKS",2,"LO","Indian Ocean, Eastern","Indian","57",37525
2017,1,"FLL","MYS","HOOKS",2,"LO",NA,NA,NA,210000
2017,2,"FLL","MYS","HOOKS",2,"LO","Indian Ocean, Eastern","Indian","57",7466.66666666667
2017,2,"FLL","MYS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",7466.66666666667
2017,3,"FLL","MYS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",40200
2017,3,"FLL","MYS","HOOKS",2,"LO","Indian Ocean, Eastern","Indian","57",9600
2017,4,"FLL","MYS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",63311.1111111111
2017,4,"FLL","MYS","HOOKS",2,"LO","Indian Ocean, Eastern","Indian","57",30957.1428571429
2017,5,"FLL","MYS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",161225
2017,5,"FLL","MYS","HOOKS",2,"LO","Indian Ocean, Eastern","Indian","57",21800
2017,6,"FLL","MYS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",45318.75
2017,6,"FLL","MYS","HOOKS",2,"LO","Indian Ocean, Eastern","Indian","57",5600
2017,7,"FLL","MYS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",87707.1428571429
2017,7,"FLL","MYS","HOOKS",2,"LO","Indian Ocean, Eastern","Indian","57",54000
2017,8,"FLL","MYS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",75625
2017,8,"FLL","MYS","HOOKS",2,"LO","Indian Ocean, Eastern","Indian","57",156600
2017,9,"FLL","MYS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",34437.6666666667
2017,10,"FLL","MYS","HOOKS",2,"LO","Indian Ocean, Eastern","Indian","57",27000
2017,10,"FLL","MYS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",46787.5
2017,10,"FLL","MYS","HOOKS",2,"LO",NA,NA,NA,9000
2017,11,"FLL","MYS","HOOKS",2,"LO","Indian Ocean, Eastern","Indian","57",3300
2017,11,"FLL","MYS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",39712.5
2017,11,"FLL","MYS","HOOKS",2,"LO",NA,NA,NA,75000
2017,12,"FLL","MYS","HOOKS",2,"LO","Indian Ocean, Western","Indian","51",28400
2017,12,"FLL","MYS","HOOKS",2,"LO",NA,NA,NA,348000
2000,3,"LL","OMN","FDAYS",2,"LO","Indian Ocean, Western","Indian","51",418
2000,4,"LL","OMN","FDAYS",2,"LO","Indian Ocean, Western","Indian","51",824
2000,5,"LL","OMN","FDAYS",2,"LO","Indian Ocean, Western","Indian","51",720
2000,6,"LL","OMN","FDAYS",2,"LO","Indian Ocean, Western","Indian","51",64
2001,3,"LL","OMN","FDAYS",2,"LO","Indian Ocean, Western","Indian","51",228
2001,4,"LL","OMN","FDAYS",2,"LO","Indian Ocean, Western","Indian","51",505
2001,5,"LL","OMN","FDAYS",2,"LO","Indian Ocean, Western","Indian","51",302
2001,6,"LL","OMN","FDAYS",2,"LO","Indian Ocean, Western","Indian","51",46
2002,2,"LL","OMN","FDAYS",2,"LO","Indian Ocean, Western","Indian","51",65
2002,3,"LL","OMN","FDAYS",2,"LO","Indian Ocean, Western","Indian","51",471
2002,4,"LL","OMN","FDAYS",2,"LO","Indian Ocean, Western","Indian","51",512
2002,5,"LL","OMN","FDAYS",2,"LO","Indian Ocean, Western","Indian","51",489
2002,6,"LL","OMN","FDAYS",2,"LO","Indian Ocean, Western","Indian","51",143
2002,10,"LL","OMN","FDAYS",2,"LO","Indian Ocean, Western","Indian","51",30
2002,11,"LL","OMN","FDAYS",2,"LO","Indian Ocean, Western","Indian","51",30
2003,2,"LL","OMN","FDAYS",2,"LO","Indian Ocean, Western","Indian","51",92
2003,3,"LL","OMN","FDAYS",2,"LO","Indian Ocean, Western","Indian","51",443
2003,4,"LL","OMN","FDAYS",2,"LO","Indian Ocean, Western","Indian","51",738
2003,5,"LL","OMN","FDAYS",2,"LO","Indian Ocean, Western","Indian","51",740
2003,6,"LL","OMN","FDAYS",2,"LO","Indian Ocean, Western","Indian","51",401
2003,7,"LL","OMN","FDAYS",2,"LO","Indian Ocean, Western","Indian","51",62
2003,8,"LL","OMN","FDAYS",2,"LO","Indian Ocean, Western","Indian","51",93
2003,9,"LL","OMN","FDAYS",2,"LO","Indian Ocean, Western","Indian","51",93
2003,10,"LL","OMN","FDAYS",2,"LO","Indian Ocean, Western","Indian","51",118
2004,3,"LL","OMN","FDAYS",2,"LO","Indian Ocean, Western","Indian","51",750
2004,4,"LL","OMN","FDAYS",2,"LO","Indian Ocean, Western","Indian","51",1280
2004,5,"LL","OMN","FDAYS",2,"LO","Indian Ocean, Western","Indian","51",1256
2004,6,"LL","OMN","FDAYS",2,"LO","Indian Ocean, Western","Indian","51",590
2004,7,"LL","OMN","FDAYS",2,"LO","Indian Ocean, Western","Indian","51",5
2005,2,"LL","OMN","FDAYS",2,"LO","Indian Ocean, Western","Indian","51",29
2005,3,"LL","OMN","FDAYS",2,"LO","Indian Ocean, Western","Indian","51",877
2005,4,"LL","OMN","FDAYS",2,"LO","Indian Ocean, Western","Indian","51",1562
2005,5,"LL","OMN","FDAYS",2,"LO","Indian Ocean, Western","Indian","51",2128
2005,6,"LL","OMN","FDAYS",2,"LO","Indian Ocean, Western","Indian","51",433
2006,1,"LL","OMN","FDAYS",2,"LO","Indian Ocean, Western","Indian","51",8
2006,2,"LL","OMN","FDAYS",2,"LO","Indian Ocean, Western","Indian","51",177
2006,3,"LL","OMN","FDAYS",2,"LO","Indian Ocean, Western","Indian","51",1112
2006,4,"LL","OMN","FDAYS",2,"LO","Indian Ocean, Western","Indian","51",1600
2006,5,"LL","OMN","FDAYS",2,"LO","Indian Ocean, Western","Indian","51",1128
2006,6,"LL","OMN","FDAYS",2,"LO","Indian Ocean, Western","Indian","51",549
2006,7,"LL","OMN","FDAYS",2,"LO","Indian Ocean, Western","Indian","51",192
2006,8,"LL","OMN","FDAYS",2,"LO","Indian Ocean, Western","Indian","51",123
2006,9,"LL","OMN","FDAYS",2,"LO","Indian Ocean, Western","Indian","51",80
2006,10,"LL","OMN","FDAYS",2,"LO","Indian Ocean, Western","Indian","51",10
2007,2,"LL","OMN","FDAYS",2,"LO","Indian Ocean, Western","Indian","51",3
2007,3,"LL","OMN","FDAYS",2,"LO","Indian Ocean, Western","Indian","51",562
2007,4,"LL","OMN","FDAYS",2,"LO","Indian Ocean, Western","Indian","51",1130
2007,5,"LL","OMN","FDAYS",2,"LO","Indian Ocean, Western","Indian","51",1320
2007,6,"LL","OMN","FDAYS",2,"LO","Indian Ocean, Western","Indian","51",1032
2007,7,"LL","OMN","FDAYS",2,"LO","Indian Ocean, Western","Indian","51",63
2007,8,"LL","OMN","FDAYS",2,"LO","Indian Ocean, Western","Indian","51",16
2008,2,"LL","OMN","FDAYS",2,"LO","Indian Ocean, Western","Indian","51",4.57142857142857
2008,3,"LL","OMN","FDAYS",2,"LO","Indian Ocean, Western","Indian","51",12.4736842105263
2008,4,"LL","OMN","FDAYS",2,"LO","Indian Ocean, Western","Indian","51",18.9411764705882
2008,4,"LL","OMN","FDAYS",2,"LO",NA,NA,NA,1.33333333333333
2008,5,"LL","OMN","FDAYS",2,"LO","Indian Ocean, Western","Indian","51",12.2285714285714
2008,5,"LL","OMN","FDAYS",2,"LO",NA,NA,NA,1
2008,6,"LL","OMN","FDAYS",2,"LO","Indian Ocean, Western","Indian","51",9.96296296296296
2008,6,"LL","OMN","FDAYS",2,"LO",NA,NA,NA,1.4
2008,7,"LL","OMN","FDAYS",2,"LO","Indian Ocean, Western","Indian","51",2.21428571428571
2008,7,"LL","OMN","FDAYS",2,"LO",NA,NA,NA,2
2008,8,"LL","OMN","FDAYS",2,"LO","Indian Ocean, Western","Indian","51",3.5625
2008,8,"LL","OMN","FDAYS",2,"LO",NA,NA,NA,2.5
2008,9,"LL","OMN","FDAYS",2,"LO","Indian Ocean, Western","Indian","51",2.4
2009,2,"LL","OMN","FDAYS",2,"LO","Indian Ocean, Western","Indian","51",25.3333333333333
2009,3,"LL","OMN","FDAYS",2,"LO","Indian Ocean, Western","Indian","51",31.2631578947368
2009,3,"LL","OMN","FDAYS",2,"LO",NA,NA,NA,2
2009,4,"LL","OMN","FDAYS",2,"LO","Indian Ocean, Western","Indian","51",37.5714285714286
2009,4,"LL","OMN","FDAYS",2,"LO",NA,NA,NA,6
2009,5,"LL","OMN","FDAYS",2,"LO","Indian Ocean, Western","Indian","51",99.6666666666667
2009,5,"LL","OMN","FDAYS",2,"LO",NA,NA,NA,5.5
2014,1,"LL","PHL","FDAYS",2,"LO","Indian Ocean, Western","Indian","51",24.5
2014,2,"LL","PHL","FDAYS",2,"LO","Indian Ocean, Western","Indian","51",25
2014,3,"LL","PHL","FDAYS",2,"LO","Indian Ocean, Western","Indian","51",29
2014,4,"LL","PHL","FDAYS",2,"LO","Indian Ocean, Western","Indian","51",27
2014,5,"LL","PHL","FDAYS",2,"LO","Indian Ocean, Western","Indian","51",30
2014,6,"LL","PHL","FDAYS",2,"LO","Indian Ocean, Western","Indian","51",29
2014,6,"LL","PHL","FDAYS",2,"LO","Indian Ocean, Eastern","Indian","57",30
2014,7,"LL","PHL","FDAYS",2,"LO","Indian Ocean, Western","Indian","51",26
2014,7,"LL","PHL","FDAYS",2,"LO","Indian Ocean, Eastern","Indian","57",31
2014,8,"LL","PHL","FDAYS",2,"LO","Indian Ocean, Western","Indian","51",30
2014,9,"LL","PHL","FDAYS",2,"LO","Indian Ocean, Western","Indian","51",22
2014,10,"LL","PHL","FDAYS",2,"LO","Indian Ocean, Western","Indian","51",20
2014,11,"LL","PHL","FDAYS",2,"LO","Indian Ocean, Eastern","Indian","57",23
2014,12,"LL","PHL","FDAYS",2,"LO","Indian Ocean, Western","Indian","51",24
2005,3,"ELL","SEN","DAYS",1,"LOAR","Indian Ocean, Eastern","Indian","57",30
2005,4,"ELL","SEN","DAYS",1,"LOAR","Indian Ocean, Eastern","Indian","57",48.3333333333333
2005,5,"ELL","SEN","DAYS",1,"LOAR","Indian Ocean, Eastern","Indian","57",40
1983,8,"ELL","SYC","HOOKS",3,"LO","Indian Ocean, Western","Indian","51",17500
1983,9,"ELL","SYC","HOOKS",3,"LO","Indian Ocean, Western","Indian","51",22500
1983,10,"ELL","SYC","HOOKS",3,"LO","Indian Ocean, Western","Indian","51",25666.6666666667
1983,11,"ELL","SYC","HOOKS",3,"LO","Indian Ocean, Western","Indian","51",18333.3333333333
1984,1,"ELL","SYC","HOOKS",3,"LO","Indian Ocean, Western","Indian","51",18000
1984,2,"ELL","SYC","HOOKS",3,"LO","Indian Ocean, Western","Indian","51",13600
1984,3,"ELL","SYC","HOOKS",3,"LO","Indian Ocean, Western","Indian","51",26333.3333333333
1984,4,"ELL","SYC","HOOKS",3,"LO","Indian Ocean, Western","Indian","51",15000
1984,5,"ELL","SYC","HOOKS",3,"LO","Indian Ocean, Western","Indian","51",17750
1984,6,"ELL","SYC","HOOKS",3,"LO","Indian Ocean, Western","Indian","51",11600
1984,7,"ELL","SYC","HOOKS",3,"LO","Indian Ocean, Western","Indian","51",13750
1984,8,"ELL","SYC","HOOKS",3,"LO","Indian Ocean, Western","Indian","51",15000
1984,9,"ELL","SYC","HOOKS",3,"LO","Indian Ocean, Western","Indian","51",6600
1984,10,"ELL","SYC","HOOKS",3,"LO","Indian Ocean, Western","Indian","51",29333.3333333333
1984,11,"ELL","SYC","HOOKS",3,"LO","Indian Ocean, Western","Indian","51",27000
