"Year","MonthStart","Gear","Fleet","EffortUnits","QualityCode","Source","Region","Ocean","FAO_AREA_CODE","effort"
1999,12,"ELL","AUS","HOOKS",3,"LO","Indian Ocean, Eastern","Indian","57",45077.5
1999,12,"ELL","AUS","HOOKS",3,"LO",NA,NA,NA,10650
2000,1,"ELL","AUS","HOOKS",3,"LO","Indian Ocean, Eastern","Indian","57",61701.1666666667
2000,1,"ELL","AUS","HOOKS",3,"LO",NA,NA,NA,18650
2000,2,"ELL","AUS","HOOKS",3,"LO","Indian Ocean, Eastern","Indian","57",31887.7272727273
2000,2,"ELL","AUS","HOOKS",3,"LO",NA,NA,NA,20250
2000,3,"ELL","AUS","HOOKS",3,"LO","Indian Ocean, Eastern","Indian","57",46582.2222222222
2000,3,"ELL","AUS","HOOKS",3,"LO",NA,NA,NA,6720
2000,4,"ELL","AUS","HOOKS",3,"LO","Indian Ocean, Eastern","Indian","57",52699
2000,4,"ELL","AUS","HOOKS",3,"LO",NA,NA,NA,3700
2000,5,"ELL","AUS","HOOKS",3,"LO","Indian Ocean, Eastern","Indian","57",64229.5
2000,5,"ELL","AUS","HOOKS",3,"LO",NA,NA,NA,6560
2000,6,"ELL","AUS","HOOKS",3,"LO","Indian Ocean, Eastern","Indian","57",45402.6
2000,6,"ELL","AUS","HOOKS",3,"LO",NA,NA,NA,17183.3333333333
2000,7,"ELL","AUS","HOOKS",3,"LO","Indian Ocean, Eastern","Indian","57",57981.125
2000,7,"ELL","AUS","HOOKS",3,"LO",NA,NA,NA,20394
2000,8,"ELL","AUS","HOOKS",3,"LO","Indian Ocean, Eastern","Indian","57",63356.5555555556
2000,8,"ELL","AUS","HOOKS",3,"LO",NA,NA,NA,8816.66666666667
2000,9,"ELL","AUS","HOOKS",3,"LO","Indian Ocean, Eastern","Indian","57",78828.7142857143
2000,9,"ELL","AUS","HOOKS",3,"LO",NA,NA,NA,1800
