"GLOBAL","YEAR","SPECIES","QUANTITY"
"GLOBAL",1968-01-01,"HUS",4000
"GLOBAL",1968-01-01,"HUW",0
"GLOBAL",1968-01-01,"HVJ",2861
"GLOBAL",1968-01-01,"HWH",0
"GLOBAL",1968-01-01,"HWP",0
"GLOBAL",1968-01-01,"HWX",0
"GLOBAL",1968-01-01,"HXQ",0
"GLOBAL",1968-01-01,"HYW",0
"GLOBAL",1968-01-01,"HZK",0
"GLOBAL",1968-01-01,"IAG",8300
"GLOBAL",1968-01-01,"ILI",1200
"GLOBAL",1968-01-01,"ILS",0
"GLOBAL",1968-01-01,"IMS",3311
"GLOBAL",1968-01-01,"IMY",0
"GLOBAL",1968-01-01,"INV",600
"GLOBAL",1968-01-01,"IOS",308600
"GLOBAL",1968-01-01,"ISC",0
"GLOBAL",1968-01-01,"ITE",0
"GLOBAL",1968-01-01,"ITF",0
"GLOBAL",1968-01-01,"ITP",0
"GLOBAL",1968-01-01,"JAA",1100
"GLOBAL",1968-01-01,"JAI",0
"GLOBAL",1968-01-01,"JAN",420800
"GLOBAL",1968-01-01,"JAP",24400
"GLOBAL",1968-01-01,"JAS",51400
"GLOBAL",1968-01-01,"JAX",242000
"GLOBAL",1968-01-01,"JCM",0
"GLOBAL",1968-01-01,"JDP",0
"GLOBAL",1968-01-01,"JEL",3800
"GLOBAL",1968-01-01,"JFL",12200
"GLOBAL",1968-01-01,"JFY",0
"GLOBAL",1968-01-01,"JJM",314500
"GLOBAL",1968-01-01,"JKX",12600
"GLOBAL",1968-01-01,"JOD",900
"GLOBAL",1968-01-01,"JOS",0
"GLOBAL",1968-01-01,"JRI",0
"GLOBAL",1968-01-01,"JSC",5000
"GLOBAL",1968-01-01,"JSN",4900
"GLOBAL",1968-01-01,"JSP",700
"GLOBAL",1968-01-01,"KAF",32000
"GLOBAL",1968-01-01,"KAW",39959
"GLOBAL",1968-01-01,"KBR",0
"GLOBAL",1968-01-01,"KCD",70750
"GLOBAL",1968-01-01,"KCP",3600
"GLOBAL",1968-01-01,"KCR",700
"GLOBAL",1968-01-01,"KCS",70111
"GLOBAL",1968-01-01,"KEF",0
"GLOBAL",1968-01-01,"KEM",0
"GLOBAL",1968-01-01,"KGB",0
"GLOBAL",1968-01-01,"KGF",56
"GLOBAL",1968-01-01,"KGG",2057
"GLOBAL",1968-01-01,"KGM",7112
"GLOBAL",1968-01-01,"KGX",10700
"GLOBAL",1968-01-01,"KHG",0
"GLOBAL",1968-01-01,"KIC",532
"GLOBAL",1968-01-01,"KIW",108
"GLOBAL",1968-01-01,"KIX",600
"GLOBAL",1968-01-01,"KLA",4500
"GLOBAL",1968-01-01,"KNS",800
"GLOBAL",1968-01-01,"KOB",800
"GLOBAL",1968-01-01,"KOY",0
"GLOBAL",1968-01-01,"KPC",0
"GLOBAL",1968-01-01,"KRI",0
"GLOBAL",1968-01-01,"KUG",19300
"GLOBAL",1968-01-01,"KUP",3586
"GLOBAL",1968-01-01,"KYX",0
"GLOBAL",1968-01-01,"LAA",300
"GLOBAL",1968-01-01,"LAC",0
"GLOBAL",1968-01-01,"LAD",463
"GLOBAL",1968-01-01,"LAG",0
"GLOBAL",1968-01-01,"LAI",0
"GLOBAL",1968-01-01,"LAT",1227
"GLOBAL",1968-01-01,"LBA",31755
"GLOBAL",1968-01-01,"LBC",16200
"GLOBAL",1968-01-01,"LBE",2300
"GLOBAL",1968-01-01,"LBR",400
"GLOBAL",1968-01-01,"LBT",600
"GLOBAL",1968-01-01,"LCX",0
"GLOBAL",1968-01-01,"LDB",0
"GLOBAL",1968-01-01,"LEC",0
"GLOBAL",1968-01-01,"LEE",500
"GLOBAL",1968-01-01,"LEF",0
"GLOBAL",1968-01-01,"LEM",9700
"GLOBAL",1968-01-01,"LEN",0
"GLOBAL",1968-01-01,"LES",0
"GLOBAL",1968-01-01,"LEZ",9400
"GLOBAL",1968-01-01,"LFZ",0
"GLOBAL",1968-01-01,"LGO",0
"GLOBAL",1968-01-01,"LHN",0
"GLOBAL",1968-01-01,"LHT",540800
"GLOBAL",1968-01-01,"LIB",400
"GLOBAL",1968-01-01,"LIG",36000
"GLOBAL",1968-01-01,"LIJ",0
"GLOBAL",1968-01-01,"LIN",59800
"GLOBAL",1968-01-01,"LIO",0
"GLOBAL",1968-01-01,"LIX",43200
"GLOBAL",1968-01-01,"LJI",0
"GLOBAL",1968-01-01,"LJU",0
"GLOBAL",1968-01-01,"LKT",0
"GLOBAL",1968-01-01,"LKW",0
"GLOBAL",1968-01-01,"LMA",0
"GLOBAL",1968-01-01,"LNJ",217702
"GLOBAL",1968-01-01,"LNM",0
"GLOBAL",1968-01-01,"LNZ",0
"GLOBAL",1968-01-01,"LOA",10000
"GLOBAL",1968-01-01,"LOF",71
"GLOBAL",1968-01-01,"LOG",200
"GLOBAL",1968-01-01,"LOJ",1800
"GLOBAL",1968-01-01,"LOK",400
"GLOBAL",1968-01-01,"LOQ",18200
"GLOBAL",1968-01-01,"LOR",10900
"GLOBAL",1968-01-01,"LOS",100
"GLOBAL",1968-01-01,"LOT",13852
"GLOBAL",1968-01-01,"LOX",0
"GLOBAL",1968-01-01,"LQL",0
"GLOBAL",1968-01-01,"LSJ",0
"GLOBAL",1968-01-01,"LTA",3747
"GLOBAL",1968-01-01,"LTJ",0
"GLOBAL",1968-01-01,"LTN",0
"GLOBAL",1968-01-01,"LTQ",0
"GLOBAL",1968-01-01,"LUH",100
"GLOBAL",1968-01-01,"LUK",0
"GLOBAL",1968-01-01,"LUM",3500
"GLOBAL",1968-01-01,"LXS",0
"GLOBAL",1968-01-01,"LXX",0
"GLOBAL",1968-01-01,"LYC",138000
"GLOBAL",1968-01-01,"LZS",0
"GLOBAL",1968-01-01,"MAA",0
"GLOBAL",1968-01-01,"MAB",0
"GLOBAL",1968-01-01,"MAC",955807
"GLOBAL",1968-01-01,"MAK",0
"GLOBAL",1968-01-01,"MAN",0
"GLOBAL",1968-01-01,"MAS",1181821
"GLOBAL",1968-01-01,"MAV",0
"GLOBAL",1968-01-01,"MAW",1800
"GLOBAL",1968-01-01,"MAX",33600
"GLOBAL",1968-01-01,"MAZ",17200
"GLOBAL",1968-01-01,"MBF",0
"GLOBAL",1968-01-01,"MCC",0
"GLOBAL",1968-01-01,"MCL",37900
"GLOBAL",1968-01-01,"MEG",11300
"GLOBAL",1968-01-01,"MES",12000
"GLOBAL",1968-01-01,"MET",11022
"GLOBAL",1968-01-01,"MEW",0
"GLOBAL",1968-01-01,"MFF",0
"GLOBAL",1968-01-01,"MFX",0
"GLOBAL",1968-01-01,"MGA",0
"GLOBAL",1968-01-01,"MGC",0
"GLOBAL",1968-01-01,"MGR",1300
"GLOBAL",1968-01-01,"MGU",0
"GLOBAL",1968-01-01,"MHA",200282
"GLOBAL",1968-01-01,"MHG",423459
"GLOBAL",1968-01-01,"MHJ",0
"GLOBAL",1968-01-01,"MHS",1400
"GLOBAL",1968-01-01,"MIL",900
"GLOBAL",1968-01-01,"MIW",4789
"GLOBAL",1968-01-01,"MKV",0
"GLOBAL",1968-01-01,"MLS",23515
"GLOBAL",1968-01-01,"MMH",0
"GLOBAL",1968-01-01,"MNL",0
"GLOBAL",1968-01-01,"MNZ",28500
"GLOBAL",1968-01-01,"MOA",1900
"GLOBAL",1968-01-01,"MOF",1800
"GLOBAL",1968-01-01,"MOJ",1241
"GLOBAL",1968-01-01,"MOL",222042
"GLOBAL",1968-01-01,"MON",6600
"GLOBAL",1968-01-01,"MOO",9700
"GLOBAL",1968-01-01,"MOR",0
"GLOBAL",1968-01-01,"MOW",1400
"GLOBAL",1968-01-01,"MOX",0
"GLOBAL",1968-01-01,"MPN",0
"GLOBAL",1968-01-01,"MRB",0
"GLOBAL",1968-01-01,"MSC",19200
"GLOBAL",1968-01-01,"MSF",0
"GLOBAL",1968-01-01,"MSH",6750
"GLOBAL",1968-01-01,"MSK",4
"GLOBAL",1968-01-01,"MSL",300
"GLOBAL",1968-01-01,"MSM",16700
"GLOBAL",1968-01-01,"MSP",0
"GLOBAL",1968-01-01,"MSR",8500
"GLOBAL",1968-01-01,"MSV",106300
"GLOBAL",1968-01-01,"MSX",400
"GLOBAL",1968-01-01,"MTL",700
"GLOBAL",1968-01-01,"MTS",4000
"GLOBAL",1968-01-01,"MUA",500
"GLOBAL",1968-01-01,"MUB",600
"GLOBAL",1968-01-01,"MUD",1100
"GLOBAL",1968-01-01,"MUE",2000
"GLOBAL",1968-01-01,"MUF",19400
"GLOBAL",1968-01-01,"MUI",0
"GLOBAL",1968-01-01,"MUK",2400
"GLOBAL",1968-01-01,"MUL",94871
"GLOBAL",1968-01-01,"MUM",1700
"GLOBAL",1968-01-01,"MUR",2600
"GLOBAL",1968-01-01,"MUS",19029
"GLOBAL",1968-01-01,"MUT",1700
"GLOBAL",1968-01-01,"MUX",15900
"GLOBAL",1968-01-01,"MVA",0
"GLOBAL",1968-01-01,"MVJ",0
"GLOBAL",1968-01-01,"MVO",200
"GLOBAL",1968-01-01,"MWC",0
"GLOBAL",1968-01-01,"MWP",0
"GLOBAL",1968-01-01,"MYA",100
"GLOBAL",1968-01-01,"MYC",8810
"GLOBAL",1968-01-01,"MYG",0
"GLOBAL",1968-01-01,"MYL",0
"GLOBAL",1968-01-01,"MYS",203
"GLOBAL",1968-01-01,"MYZ",0
"GLOBAL",1968-01-01,"MZZ",5254063
"GLOBAL",1968-01-01,"NAS",300
"GLOBAL",1968-01-01,"NAU",0
"GLOBAL",1968-01-01,"NCG",3700
"GLOBAL",1968-01-01,"NEC",900
"GLOBAL",1968-01-01,"NED",0
"GLOBAL",1968-01-01,"NEM",0
"GLOBAL",1968-01-01,"NEP",33000
"GLOBAL",1968-01-01,"NFA",0
"GLOBAL",1968-01-01,"NGB",0
"GLOBAL",1968-01-01,"NHA",107757
"GLOBAL",1968-01-01,"NHR",0
"GLOBAL",1968-01-01,"NIP",54860
"GLOBAL",1968-01-01,"NKR",0
"GLOBAL",1968-01-01,"NLD",0
"GLOBAL",1968-01-01,"NNZ",0
"GLOBAL",1968-01-01,"NOP",498700
"GLOBAL",1968-01-01,"NOR",5400
"GLOBAL",1968-01-01,"NOT",0
"GLOBAL",1968-01-01,"NOX",0
"GLOBAL",1968-01-01,"NPA",29951
"GLOBAL",1968-01-01,"NPH",29100
"GLOBAL",1968-01-01,"NPP",6832
"GLOBAL",1968-01-01,"NSL",0
"GLOBAL",1968-01-01,"NTC",0
"GLOBAL",1968-01-01,"NTW",0
"GLOBAL",1968-01-01,"NUG",200
"GLOBAL",1968-01-01,"NZA",0
"GLOBAL",1968-01-01,"OAL",0
"GLOBAL",1968-01-01,"OCC",53700
"GLOBAL",1968-01-01,"OCH",20
"GLOBAL",1968-01-01,"OCM",2300
"GLOBAL",1968-01-01,"OCS",0
"GLOBAL",1968-01-01,"OCT",132943
"GLOBAL",1968-01-01,"ODN",3665
"GLOBAL",1968-01-01,"ODR",1400
"GLOBAL",1968-01-01,"OFJ",0
"GLOBAL",1968-01-01,"OFN",0
"GLOBAL",1968-01-01,"OIJ",0
"GLOBAL",1968-01-01,"OIL",200
"GLOBAL",1968-01-01,"ONV",0
"GLOBAL",1968-01-01,"OPP",212260
"GLOBAL",1968-01-01,"OPT",4324
"GLOBAL",1968-01-01,"OQM",0
"GLOBAL",1968-01-01,"ORC",0
"GLOBAL",1968-01-01,"ORD",0
"GLOBAL",1968-01-01,"ORY",0
"GLOBAL",1968-01-01,"OSH",320
"GLOBAL",1968-01-01,"OWX",0
"GLOBAL",1968-01-01,"OXN",0
"GLOBAL",1968-01-01,"OYA",196010
"GLOBAL",1968-01-01,"OYC",2300
"GLOBAL",1968-01-01,"OYF",2400
"GLOBAL",1968-01-01,"OYG",16926
"GLOBAL",1968-01-01,"OYM",2520
"GLOBAL",1968-01-01,"PAC",12200
"GLOBAL",1968-01-01,"PAM",200
"GLOBAL",1968-01-01,"PAN",1000
"GLOBAL",1968-01-01,"PAO",300
"GLOBAL",1968-01-01,"PAR",800
"GLOBAL",1968-01-01,"PAS",150500
"GLOBAL",1968-01-01,"PAT",0
"GLOBAL",1968-01-01,"PAX",24800
"GLOBAL",1968-01-01,"PBA",24000
"GLOBAL",1968-01-01,"PBF",21726
"GLOBAL",1968-01-01,"PCA",9217
"GLOBAL",1968-01-01,"PCB",100
"GLOBAL",1968-01-01,"PCL",0
"GLOBAL",1968-01-01,"PCO",142992
"GLOBAL",1968-01-01,"PCR",63152
"GLOBAL",1968-01-01,"PCX",8600
"GLOBAL",1968-01-01,"PDA",0
"GLOBAL",1968-01-01,"PDR",4100
"GLOBAL",1968-01-01,"PEE",2300
"GLOBAL",1968-01-01,"PEL",20436
"GLOBAL",1968-01-01,"PEN",239948
"GLOBAL",1968-01-01,"PER",2182
"GLOBAL",1968-01-01,"PEW",1305
"GLOBAL",1968-01-01,"PEX",5000
"GLOBAL",1968-01-01,"PGA",1900
"GLOBAL",1968-01-01,"PHA",145700
"GLOBAL",1968-01-01,"PHR",14
"GLOBAL",1968-01-01,"PIA",1515900
"GLOBAL",1968-01-01,"PIC",18600
"GLOBAL",1968-01-01,"PIG",95
"GLOBAL",1968-01-01,"PIL",500700
"GLOBAL",1968-01-01,"PIN",155729
"GLOBAL",1968-01-01,"PIW",2150
"GLOBAL",1968-01-01,"PJH",0
"GLOBAL",1968-01-01,"PJM",25360
"GLOBAL",1968-01-01,"PJR",0
"GLOBAL",1968-01-01,"PKB",100
"GLOBAL",1968-01-01,"PKE",0
"GLOBAL",1968-01-01,"PKS",0
"GLOBAL",1968-01-01,"PLA",124938
"GLOBAL",1968-01-01,"PLE",171900
"GLOBAL",1968-01-01,"PLN",2946
"GLOBAL",1968-01-01,"PLZ",0
"GLOBAL",1968-01-01,"PNB",200
"GLOBAL",1968-01-01,"PNI",0
"GLOBAL",1968-01-01,"PNS",200
"GLOBAL",1968-01-01,"PNV",6600
"GLOBAL",1968-01-01,"POA",5800
"GLOBAL",1968-01-01,"POB",13574
"GLOBAL",1968-01-01,"POC",2200
"GLOBAL",1968-01-01,"POD",0
"GLOBAL",1968-01-01,"POI",0
"GLOBAL",1968-01-01,"POK",359725
"GLOBAL",1968-01-01,"POL",6500
"GLOBAL",1968-01-01,"POM",627
"GLOBAL",1968-01-01,"PON",114400
"GLOBAL",1968-01-01,"POO",0
"GLOBAL",1968-01-01,"POP",0
"GLOBAL",1968-01-01,"POR",1931
"GLOBAL",1968-01-01,"POS",0
"GLOBAL",1968-01-01,"POX",700
"GLOBAL",1968-01-01,"POY",9100
"GLOBAL",1968-01-01,"PPF",8400
"GLOBAL",1968-01-01,"PPO",122
"GLOBAL",1968-01-01,"PPX",89800
"GLOBAL",1968-01-01,"PPZ",7200
"GLOBAL",1968-01-01,"PQD",0
"GLOBAL",1968-01-01,"PRA",29414
"GLOBAL",1968-01-01,"PRC",47600
"GLOBAL",1968-01-01,"PRF",4700
"GLOBAL",1968-01-01,"PRG",3900
"GLOBAL",1968-01-01,"PRP",0
"GLOBAL",1968-01-01,"PRR",0
"GLOBAL",1968-01-01,"PSE",1000
"GLOBAL",1968-01-01,"PSK",0
"GLOBAL",1968-01-01,"PSM",5700
"GLOBAL",1968-01-01,"PSS",0
"GLOBAL",1968-01-01,"PST",33139
"GLOBAL",1968-01-01,"PTG",24834
"GLOBAL",1968-01-01,"PUA",139
"GLOBAL",1968-01-01,"PUF",1813
"GLOBAL",1968-01-01,"PUX",5200
"GLOBAL",1968-01-01,"PWT",100
"GLOBAL",1968-01-01,"PXV",0
"GLOBAL",1968-01-01,"PZO",0
"GLOBAL",1968-01-01,"QAE",0
"GLOBAL",1968-01-01,"QPH",0
"GLOBAL",1968-01-01,"QSC",3000
"GLOBAL",1968-01-01,"QUB",28
"GLOBAL",1968-01-01,"QUE",1000
"GLOBAL",1968-01-01,"RAB",102800
"GLOBAL",1968-01-01,"RAG",26600
"GLOBAL",1968-01-01,"RAJ",50122
"GLOBAL",1968-01-01,"RAL",400
"GLOBAL",1968-01-01,"RAP",260
"GLOBAL",1968-01-01,"RAS",9700
"GLOBAL",1968-01-01,"RAT",0
"GLOBAL",1968-01-01,"RAX",244600
"GLOBAL",1968-01-01,"RAZ",100
"GLOBAL",1968-01-01,"RCW",0
"GLOBAL",1968-01-01,"RDM",1265
"GLOBAL",1968-01-01,"REB",7261
"GLOBAL",1968-01-01,"REC",0
"GLOBAL",1968-01-01,"RED",322865
"GLOBAL",1968-01-01,"REG",0
"GLOBAL",1968-01-01,"REQ",0
"GLOBAL",1968-01-01,"RES",2500
"GLOBAL",1968-01-01,"RFC",0
"GLOBAL",1968-01-01,"RGL",0
"GLOBAL",1968-01-01,"RHG",0
"GLOBAL",1968-01-01,"RHT",0
"GLOBAL",1968-01-01,"RIB",0
"GLOBAL",1968-01-01,"RJA",0
"GLOBAL",1968-01-01,"RJC",0
"GLOBAL",1968-01-01,"RJF",0
"GLOBAL",1968-01-01,"RJH",0
"GLOBAL",1968-01-01,"RJK",0
"GLOBAL",1968-01-01,"RJN",0
"GLOBAL",1968-01-01,"RJO",0
"GLOBAL",1968-01-01,"RJU",0
"GLOBAL",1968-01-01,"RJY",0
"GLOBAL",1968-01-01,"RLZ",0
"GLOBAL",1968-01-01,"RNG",34300
"GLOBAL",1968-01-01,"RNW",0
"GLOBAL",1968-01-01,"ROB",5900
"GLOBAL",1968-01-01,"ROC",159
"GLOBAL",1968-01-01,"ROJ",500
"GLOBAL",1968-01-01,"ROL",0
"GLOBAL",1968-01-01,"RPG",4100
"GLOBAL",1968-01-01,"RPU",0
"GLOBAL",1968-01-01,"RPW",0
"GLOBAL",1968-01-01,"RQZ",0
"GLOBAL",1968-01-01,"RRH",41900
"GLOBAL",1968-01-01,"RRU",11200
"GLOBAL",1968-01-01,"RSA",46700
"GLOBAL",1968-01-01,"RSC",200
"GLOBAL",1968-01-01,"RSK",31100
"GLOBAL",1968-01-01,"RSP",0
"GLOBAL",1968-01-01,"RSX",0
"GLOBAL",1968-01-01,"RTX",0
"GLOBAL",1968-01-01,"RUB",1065
"GLOBAL",1968-01-01,"RUF",600
"GLOBAL",1968-01-01,"RUS",6900
"GLOBAL",1968-01-01,"SAA",89211
"GLOBAL",1968-01-01,"SAB",18928
"GLOBAL",1968-01-01,"SAC",69200
"GLOBAL",1968-01-01,"SAE",1700
"GLOBAL",1968-01-01,"SAF",18900
"GLOBAL",1968-01-01,"SAG",28700
"GLOBAL",1968-01-01,"SAI",1795
"GLOBAL",1968-01-01,"SAL",12823
"GLOBAL",1968-01-01,"SAM",14000
"GLOBAL",1968-01-01,"SAN",201217
"GLOBAL",1968-01-01,"SAO",0
"GLOBAL",1968-01-01,"SAP",221100
"GLOBAL",1968-01-01,"SAS",1000
"GLOBAL",1968-01-01,"SAU",1000
"GLOBAL",1968-01-01,"SAV",0
"GLOBAL",1968-01-01,"SAW",800
"GLOBAL",1968-01-01,"SBA",800
"GLOBAL",1968-01-01,"SBF",58840
"GLOBAL",1968-01-01,"SBG",2700
"GLOBAL",1968-01-01,"SBK",850
"GLOBAL",1968-01-01,"SBL",0
"GLOBAL",1968-01-01,"SBP",4700
"GLOBAL",1968-01-01,"SBR",11100
"GLOBAL",1968-01-01,"SBS",300
"GLOBAL",1968-01-01,"SBX",167629
"GLOBAL",1968-01-01,"SCA",100706
"GLOBAL",1968-01-01,"SCB",5570
"GLOBAL",1968-01-01,"SCC",332
"GLOBAL",1968-01-01,"SCD",34100
"GLOBAL",1968-01-01,"SCE",12600
"GLOBAL",1968-01-01,"SCF",900
"GLOBAL",1968-01-01,"SCG",6606
"GLOBAL",1968-01-01,"SCK",0
"GLOBAL",1968-01-01,"SCL",0
"GLOBAL",1968-01-01,"SCO",43341
"GLOBAL",1968-01-01,"SCP",9381
"GLOBAL",1968-01-01,"SCQ",400
"GLOBAL",1968-01-01,"SCR",1100
"GLOBAL",1968-01-01,"SCU",0
"GLOBAL",1968-01-01,"SCX",13900
"GLOBAL",1968-01-01,"SCZ",200
"GLOBAL",1968-01-01,"SDC",0
"GLOBAL",1968-01-01,"SDP",8100
"GLOBAL",1968-01-01,"SDS",0
"GLOBAL",1968-01-01,"SDV",23500
"GLOBAL",1968-01-01,"SDX",210200
"GLOBAL",1968-01-01,"SEB",11868
"GLOBAL",1968-01-01,"SEC",1904
"GLOBAL",1968-01-01,"SEF",11131
"GLOBAL",1968-01-01,"SEG",1126
"GLOBAL",1968-01-01,"SEH",260164
"GLOBAL",1968-01-01,"SEK",73076
"GLOBAL",1968-01-01,"SEL",2030
"GLOBAL",1968-01-01,"SEN",73938
"GLOBAL",1968-01-01,"SEP",100
"GLOBAL",1968-01-01,"SER",64679
"GLOBAL",1968-01-01,"SEW",100
"GLOBAL",1968-01-01,"SEY",0
"GLOBAL",1968-01-01,"SEZ",17881
"GLOBAL",1968-01-01,"SFA",15374
"GLOBAL",1968-01-01,"SFD",0
"GLOBAL",1968-01-01,"SFS",5300
"GLOBAL",1968-01-01,"SHA",3312
"GLOBAL",1968-01-01,"SHC",1100
"GLOBAL",1968-01-01,"SHG",718
"GLOBAL",1968-01-01,"SHH",78
"GLOBAL",1968-01-01,"SHO",0
"GLOBAL",1968-01-01,"SHR",0
"GLOBAL",1968-01-01,"SHS",0
"GLOBAL",1968-01-01,"SHW",0
"GLOBAL",1968-01-01,"SHZ",1800
"GLOBAL",1968-01-01,"SIC",100
"GLOBAL",1968-01-01,"SIE",2100
"GLOBAL",1968-01-01,"SIL",8100
"GLOBAL",1968-01-01,"SIP",11500
"GLOBAL",1968-01-01,"SIW",16043
"GLOBAL",1968-01-01,"SIX",198500
"GLOBAL",1968-01-01,"SIZ",0
"GLOBAL",1968-01-01,"SKH",3800
"GLOBAL",1968-01-01,"SKJ",316311
"GLOBAL",1968-01-01,"SKX",212552
"GLOBAL",1968-01-01,"SLC",20297
"GLOBAL",1968-01-01,"SLF",200
"GLOBAL",1968-01-01,"SLM",300
"GLOBAL",1968-01-01,"SLN",0
"GLOBAL",1968-01-01,"SLO",1000
"GLOBAL",1968-01-01,"SLR",16732
"GLOBAL",1968-01-01,"SLT",0
"GLOBAL",1968-01-01,"SLV",3442
"GLOBAL",1968-01-01,"SLX",3300
"GLOBAL",1968-01-01,"SMA",0
"GLOBAL",1968-01-01,"SMD",0
"GLOBAL",1968-01-01,"SME",13600
"GLOBAL",1968-01-01,"SMR",15185
"GLOBAL",1968-01-01,"SMX",3914
"GLOBAL",1968-01-01,"SNA",18700
"GLOBAL",1968-01-01,"SNC",8600
"GLOBAL",1968-01-01,"SNE",4600
"GLOBAL",1968-01-01,"SNK",27200
"GLOBAL",1968-01-01,"SNL",3600
"GLOBAL",1968-01-01,"SNO",4200
"GLOBAL",1968-01-01,"SNR",7405
"GLOBAL",1968-01-01,"SNS",0
"GLOBAL",1968-01-01,"SNW",0
"GLOBAL",1968-01-01,"SNX",41746
"GLOBAL",1968-01-01,"SNY",3139
"GLOBAL",1968-01-01,"SNZ",0
"GLOBAL",1968-01-01,"SOA",300
"GLOBAL",1968-01-01,"SOC",113332
"GLOBAL",1968-01-01,"SOE",0
"GLOBAL",1968-01-01,"SOI",0
"GLOBAL",1968-01-01,"SOL",46200
"GLOBAL",1968-01-01,"SOM",14100
"GLOBAL",1968-01-01,"SOP",4400
"GLOBAL",1968-01-01,"SOS",0
"GLOBAL",1968-01-01,"SOW",800
"GLOBAL",1968-01-01,"SOX",300
"GLOBAL",1968-01-01,"SPF",22
"GLOBAL",1968-01-01,"SPH",436
"GLOBAL",1968-01-01,"SPI",1100
"GLOBAL",1968-01-01,"SPJ",0
"GLOBAL",1968-01-01,"SPK",0
"GLOBAL",1968-01-01,"SPL",0
"GLOBAL",1968-01-01,"SPO",8929
"GLOBAL",1968-01-01,"SPR",171200
"GLOBAL",1968-01-01,"SPS",100
"GLOBAL",1968-01-01,"SPT",2844
"GLOBAL",1968-01-01,"SPU",0
"GLOBAL",1968-01-01,"SPW",26333
"GLOBAL",1968-01-01,"SPY",6
"GLOBAL",1968-01-01,"SPZ",0
"GLOBAL",1968-01-01,"SQA",3000
"GLOBAL",1968-01-01,"SQC",35200
"GLOBAL",1968-01-01,"SQE",100
"GLOBAL",1968-01-01,"SQI",48
"GLOBAL",1968-01-01,"SQJ",758600
"GLOBAL",1968-01-01,"SQL",500
"GLOBAL",1968-01-01,"SQM",2500
"GLOBAL",1968-01-01,"SQO",11309
"GLOBAL",1968-01-01,"SQP",600
"GLOBAL",1968-01-01,"SQR",0
"GLOBAL",1968-01-01,"SQU",89999
"GLOBAL",1968-01-01,"SRA",9223
"GLOBAL",1968-01-01,"SRG",5800
"GLOBAL",1968-01-01,"SRH",8400
"GLOBAL",1968-01-01,"SRX",63390
"GLOBAL",1968-01-01,"SSA",56
"GLOBAL",1968-01-01,"SSB",200
"GLOBAL",1968-01-01,"SSE",4500
"GLOBAL",1968-01-01,"SSG",500
"GLOBAL",1968-01-01,"SSH",0
"GLOBAL",1968-01-01,"SSL",687
"GLOBAL",1968-01-01,"SSM",11041
"GLOBAL",1968-01-01,"SSO",0
"GLOBAL",1968-01-01,"SSP",0
"GLOBAL",1968-01-01,"SST",9164
"GLOBAL",1968-01-01,"SSX",0
"GLOBAL",1968-01-01,"STB",5048
"GLOBAL",1968-01-01,"STC",936
"GLOBAL",1968-01-01,"STF",2400
"GLOBAL",1968-01-01,"STG",1987
"GLOBAL",1968-01-01,"STH",800
"GLOBAL",1968-01-01,"STL",0
"GLOBAL",1968-01-01,"STO",104500
"GLOBAL",1968-01-01,"STS",158
"GLOBAL",1968-01-01,"STT",0
"GLOBAL",1968-01-01,"STU",20996
"GLOBAL",1968-01-01,"STV",3900
"GLOBAL",1968-01-01,"SUC",800
"GLOBAL",1968-01-01,"SUR",12100
"GLOBAL",1968-01-01,"SUS",0
"GLOBAL",1968-01-01,"SVE",33300
"GLOBAL",1968-01-01,"SVF",0
"GLOBAL",1968-01-01,"SVX",0
"GLOBAL",1968-01-01,"SWA",0
"GLOBAL",1968-01-01,"SWB",348488
"GLOBAL",1968-01-01,"SWF",3230
"GLOBAL",1968-01-01,"SWG",1400
"GLOBAL",1968-01-01,"SWO",35264
"GLOBAL",1968-01-01,"SWR",274349
"GLOBAL",1968-01-01,"SWX",1000
"GLOBAL",1968-01-01,"SXX",0
"GLOBAL",1968-01-01,"SYC",0
"GLOBAL",1968-01-01,"SYR",0
"GLOBAL",1968-01-01,"SYT",0
"GLOBAL",1968-01-01,"SYX",0
"GLOBAL",1968-01-01,"SZC",1800
"GLOBAL",1968-01-01,"TAI",0
"GLOBAL",1968-01-01,"TAK",5600
"GLOBAL",1968-01-01,"TAR",2700
"GLOBAL",1968-01-01,"TAU",74
"GLOBAL",1968-01-01,"TBR",0
"GLOBAL",1968-01-01,"TCL",12000
"GLOBAL",1968-01-01,"TDQ",0
"GLOBAL",1968-01-01,"TEU",0
"GLOBAL",1968-01-01,"TEZ",0
"GLOBAL",1968-01-01,"TGS",700
"GLOBAL",1968-01-01,"THA",14193
"GLOBAL",1968-01-01,"THB",59800
"GLOBAL",1968-01-01,"THF",27100
"GLOBAL",1968-01-01,"THG",4300
"GLOBAL",1968-01-01,"THP",12200
"GLOBAL",1968-01-01,"THR",75
"GLOBAL",1968-01-01,"THS",0
"GLOBAL",1968-01-01,"TIG",0
"GLOBAL",1968-01-01,"TIL",35
"GLOBAL",1968-01-01,"TIP",1900
"GLOBAL",1968-01-01,"TIS",4400
"GLOBAL",1968-01-01,"TIT",3900
"GLOBAL",1968-01-01,"TIX",0
"GLOBAL",1968-01-01,"TLM",17132
"GLOBAL",1968-01-01,"TLN",31800
"GLOBAL",1968-01-01,"TLP",117069
"GLOBAL",1968-01-01,"TLV",0
"GLOBAL",1968-01-01,"TOE",0
