"GLOBAL","YEAR","SPECIES","QUANTITY"
"GLOBAL",1989-01-01,"SOX",3289
"GLOBAL",1989-01-01,"SOY",0
"GLOBAL",1989-01-01,"SPA",0
"GLOBAL",1989-01-01,"SPF",277
"GLOBAL",1989-01-01,"SPH",2116
"GLOBAL",1989-01-01,"SPI",23986
"GLOBAL",1989-01-01,"SPJ",0
"GLOBAL",1989-01-01,"SPK",0
"GLOBAL",1989-01-01,"SPL",0
"GLOBAL",1989-01-01,"SPO",332.082
"GLOBAL",1989-01-01,"SPR",314060
"GLOBAL",1989-01-01,"SPS",418
"GLOBAL",1989-01-01,"SPT",3308
"GLOBAL",1989-01-01,"SPU",1767
"GLOBAL",1989-01-01,"SPW",0
"GLOBAL",1989-01-01,"SPX",0
"GLOBAL",1989-01-01,"SPY",315
"GLOBAL",1989-01-01,"SPZ",0
"GLOBAL",1989-01-01,"SQA",558453
"GLOBAL",1989-01-01,"SQC",185160
"GLOBAL",1989-01-01,"SQE",43
"GLOBAL",1989-01-01,"SQI",17705
"GLOBAL",1989-01-01,"SQJ",319790
"GLOBAL",1989-01-01,"SQL",23042
"GLOBAL",1989-01-01,"SQM",9431
"GLOBAL",1989-01-01,"SQO",27400
"GLOBAL",1989-01-01,"SQP",136527
"GLOBAL",1989-01-01,"SQR",1
"GLOBAL",1989-01-01,"SQS",166
"GLOBAL",1989-01-01,"SQU",621933
"GLOBAL",1989-01-01,"SQY",407
"GLOBAL",1989-01-01,"SRA",938
"GLOBAL",1989-01-01,"SRE",0
"GLOBAL",1989-01-01,"SRG",7275
"GLOBAL",1989-01-01,"SRH",396
"GLOBAL",1989-01-01,"SRP",0
"GLOBAL",1989-01-01,"SRR",0
"GLOBAL",1989-01-01,"SRX",132839
"GLOBAL",1989-01-01,"SSA",44
"GLOBAL",1989-01-01,"SSB",70
"GLOBAL",1989-01-01,"SSD",0
"GLOBAL",1989-01-01,"SSE",3360
"GLOBAL",1989-01-01,"SSG",35
"GLOBAL",1989-01-01,"SSH",41
"GLOBAL",1989-01-01,"SSI",2
"GLOBAL",1989-01-01,"SSL",0
"GLOBAL",1989-01-01,"SSM",10308
"GLOBAL",1989-01-01,"SSO",0
"GLOBAL",1989-01-01,"SSP",0
"GLOBAL",1989-01-01,"SSR",0
"GLOBAL",1989-01-01,"SST",9979
"GLOBAL",1989-01-01,"SSX",299
"GLOBAL",1989-01-01,"STB",129
"GLOBAL",1989-01-01,"STC",2510
"GLOBAL",1989-01-01,"STF",0
"GLOBAL",1989-01-01,"STG",6435
"GLOBAL",1989-01-01,"STH",0
"GLOBAL",1989-01-01,"STI",0
"GLOBAL",1989-01-01,"STL",0
"GLOBAL",1989-01-01,"STO",279954
"GLOBAL",1989-01-01,"STS",100
"GLOBAL",1989-01-01,"STT",0
"GLOBAL",1989-01-01,"STU",19312
"GLOBAL",1989-01-01,"STV",8499
"GLOBAL",1989-01-01,"STW",10
"GLOBAL",1989-01-01,"STZ",2720
"GLOBAL",1989-01-01,"SUC",313
"GLOBAL",1989-01-01,"SUR",7076
"GLOBAL",1989-01-01,"SUS",1
"GLOBAL",1989-01-01,"SVC",3570
"GLOBAL",1989-01-01,"SVE",40472
"GLOBAL",1989-01-01,"SVF",1
"GLOBAL",1989-01-01,"SVX",0
"GLOBAL",1989-01-01,"SWA",746
"GLOBAL",1989-01-01,"SWB",437832
"GLOBAL",1989-01-01,"SWF",3724
"GLOBAL",1989-01-01,"SWG",46746
"GLOBAL",1989-01-01,"SWH",0
"GLOBAL",1989-01-01,"SWO",77208
"GLOBAL",1989-01-01,"SWR",197688
"GLOBAL",1989-01-01,"SWU",0
"GLOBAL",1989-01-01,"SWX",412
"GLOBAL",1989-01-01,"SXX",2561
"GLOBAL",1989-01-01,"SYC",6282
"GLOBAL",1989-01-01,"SYN",224
"GLOBAL",1989-01-01,"SYR",0
"GLOBAL",1989-01-01,"SYT",234
"GLOBAL",1989-01-01,"SYX",49
"GLOBAL",1989-01-01,"SZC",3
"GLOBAL",1989-01-01,"SZH",0
"GLOBAL",1989-01-01,"SZU",0
"GLOBAL",1989-01-01,"TAI",284
"GLOBAL",1989-01-01,"TAK",4155
"GLOBAL",1989-01-01,"TAR",1743
"GLOBAL",1989-01-01,"TAU",348
"GLOBAL",1989-01-01,"TBR",0
"GLOBAL",1989-01-01,"TCL",33367
"GLOBAL",1989-01-01,"TDQ",0
"GLOBAL",1989-01-01,"TEJ",46
"GLOBAL",1989-01-01,"TEU",0
"GLOBAL",1989-01-01,"TEZ",0
"GLOBAL",1989-01-01,"TFD",0
"GLOBAL",1989-01-01,"TGA",25
"GLOBAL",1989-01-01,"TGS",2975
"GLOBAL",1989-01-01,"THA",6892
"GLOBAL",1989-01-01,"THB",137204
"GLOBAL",1989-01-01,"THD",3486
"GLOBAL",1989-01-01,"THF",67389
"GLOBAL",1989-01-01,"THG",8131
"GLOBAL",1989-01-01,"THO",0
"GLOBAL",1989-01-01,"THP",107284
"GLOBAL",1989-01-01,"THQ",1316
"GLOBAL",1989-01-01,"THR",868
"GLOBAL",1989-01-01,"THS",48
"GLOBAL",1989-01-01,"TIC",2
"GLOBAL",1989-01-01,"TIG",0
"GLOBAL",1989-01-01,"TIL",1153
"GLOBAL",1989-01-01,"TIP",2745
"GLOBAL",1989-01-01,"TIS",2072
"GLOBAL",1989-01-01,"TIT",3795
"GLOBAL",1989-01-01,"TIX",0
"GLOBAL",1989-01-01,"TLM",14225
"GLOBAL",1989-01-01,"TLN",58551
"GLOBAL",1989-01-01,"TLP",284939
"GLOBAL",1989-01-01,"TLV",283
"GLOBAL",1989-01-01,"TOA",0
"GLOBAL",1989-01-01,"TOE",14
"GLOBAL",1989-01-01,"TOL",2135
"GLOBAL",1989-01-01,"TOM",35
"GLOBAL",1989-01-01,"TOP",16847
"GLOBAL",1989-01-01,"TOS",13330
"GLOBAL",1989-01-01,"TOX",25355
"GLOBAL",1989-01-01,"TOZ",0
"GLOBAL",1989-01-01,"TPA",0
"GLOBAL",1989-01-01,"TPG",0
"GLOBAL",1989-01-01,"TPS",0
"GLOBAL",1989-01-01,"TPT",0
"GLOBAL",1989-01-01,"TQB",0
"GLOBAL",1989-01-01,"TQZ",0
"GLOBAL",1989-01-01,"TRA",0
"GLOBAL",1989-01-01,"TRC",0
"GLOBAL",1989-01-01,"TRE",108316
"GLOBAL",1989-01-01,"TRF",10323
"GLOBAL",1989-01-01,"TRG",0
"GLOBAL",1989-01-01,"TRH",2
"GLOBAL",1989-01-01,"TRI",3636
"GLOBAL",1989-01-01,"TRL",224
"GLOBAL",1989-01-01,"TRO",1277
"GLOBAL",1989-01-01,"TRP",0
"GLOBAL",1989-01-01,"TRQ",0
"GLOBAL",1989-01-01,"TRR",2762
"GLOBAL",1989-01-01,"TRS",8360
"GLOBAL",1989-01-01,"TRT",0
"GLOBAL",1989-01-01,"TRU",357
"GLOBAL",1989-01-01,"TRV",75963
"GLOBAL",1989-01-01,"TRY",111223
"GLOBAL",1989-01-01,"TRZ",3203
"GLOBAL",1989-01-01,"TSD",0
"GLOBAL",1989-01-01,"TSH",1718.693
"GLOBAL",1989-01-01,"TSQ",52979
"GLOBAL",1989-01-01,"TSU",0
"GLOBAL",1989-01-01,"TSW",0
"GLOBAL",1989-01-01,"TTE",0
"GLOBAL",1989-01-01,"TTH",245
"GLOBAL",1989-01-01,"TTL",142
"GLOBAL",1989-01-01,"TTS",0
"GLOBAL",1989-01-01,"TTX",1554
"GLOBAL",1989-01-01,"TUC",0
"GLOBAL",1989-01-01,"TUG",312
"GLOBAL",1989-01-01,"TUL",71
"GLOBAL",1989-01-01,"TUM",0
"GLOBAL",1989-01-01,"TUR",9353
"GLOBAL",1989-01-01,"TUW",0
"GLOBAL",1989-01-01,"TUX",135587
"GLOBAL",1989-01-01,"TZG",0
"GLOBAL",1989-01-01,"TZY",0
"GLOBAL",1989-01-01,"UBA",0
"GLOBAL",1989-01-01,"UBP",0
"GLOBAL",1989-01-01,"UCA",101
"GLOBAL",1989-01-01,"UCB",0
"GLOBAL",1989-01-01,"UCH",25527
"GLOBAL",1989-01-01,"UCI",0
"GLOBAL",1989-01-01,"UDP",0
"GLOBAL",1989-01-01,"UDQ",0
"GLOBAL",1989-01-01,"UHB",0
"GLOBAL",1989-01-01,"UHL",0
"GLOBAL",1989-01-01,"ULM",0
"GLOBAL",1989-01-01,"ULO",0
"GLOBAL",1989-01-01,"ULT",0
"GLOBAL",1989-01-01,"UNC",781
"GLOBAL",1989-01-01,"UNI",0
"GLOBAL",1989-01-01,"UPR",5275
"GLOBAL",1989-01-01,"URC",58258
"GLOBAL",1989-01-01,"URM",285
"GLOBAL",1989-01-01,"URS",62
"GLOBAL",1989-01-01,"URX",0
"GLOBAL",1989-01-01,"USB",0
"GLOBAL",1989-01-01,"USK",46979
"GLOBAL",1989-01-01,"USY",0
"GLOBAL",1989-01-01,"UUC",0
"GLOBAL",1989-01-01,"UVP",16
"GLOBAL",1989-01-01,"VAD",0
"GLOBAL",1989-01-01,"VEP",150299
"GLOBAL",1989-01-01,"VET",5407527
"GLOBAL",1989-01-01,"VEV",0
"GLOBAL",1989-01-01,"VIV",288
"GLOBAL",1989-01-01,"VLO",332
"GLOBAL",1989-01-01,"VMA",397095
"GLOBAL",1989-01-01,"VMH",202
"GLOBAL",1989-01-01,"VRL",0
"GLOBAL",1989-01-01,"WAH",2327
"GLOBAL",1989-01-01,"WAL",3678
"GLOBAL",1989-01-01,"WEG",409
"GLOBAL",1989-01-01,"WEM",0
"GLOBAL",1989-01-01,"WEP",4277
"GLOBAL",1989-01-01,"WEW",43
"GLOBAL",1989-01-01,"WGR",0
"GLOBAL",1989-01-01,"WHA",1041
"GLOBAL",1989-01-01,"WHB",666493
"GLOBAL",1989-01-01,"WHE",6011
"GLOBAL",1989-01-01,"WHF",23622
"GLOBAL",1989-01-01,"WHG",113571
"GLOBAL",1989-01-01,"WHL",13845
"GLOBAL",1989-01-01,"WHM",1872
"GLOBAL",1989-01-01,"WHS",22659
"GLOBAL",1989-01-01,"WHX",2330
"GLOBAL",1989-01-01,"WIC",195
"GLOBAL",1989-01-01,"WIT",29676
"GLOBAL",1989-01-01,"WKK",162
"GLOBAL",1989-01-01,"WKP",1822
"GLOBAL",1989-01-01,"WKS",10962
"GLOBAL",1989-01-01,"WKX",47513
"GLOBAL",1989-01-01,"WOR",1079
"GLOBAL",1989-01-01,"WRA",15802
"GLOBAL",1989-01-01,"WRF",561
"GLOBAL",1989-01-01,"WRO",0
"GLOBAL",1989-01-01,"WRR",44406
"GLOBAL",1989-01-01,"WSH",0
"GLOBAL",1989-01-01,"WSM",0
"GLOBAL",1989-01-01,"WSN",196
"GLOBAL",1989-01-01,"WST",5350
"GLOBAL",1989-01-01,"WUB",32
"GLOBAL",1989-01-01,"WWP",1958
"GLOBAL",1989-01-01,"XPO",70743
"GLOBAL",1989-01-01,"XYN",0
"GLOBAL",1989-01-01,"YEL",16690
"GLOBAL",1989-01-01,"YES",152777
"GLOBAL",1989-01-01,"YFL",15856
"GLOBAL",1989-01-01,"YFM",0
"GLOBAL",1989-01-01,"YFQ",4322
"GLOBAL",1989-01-01,"YFT",966858
"GLOBAL",1989-01-01,"YFU",0
"GLOBAL",1989-01-01,"YGC",10082
"GLOBAL",1989-01-01,"YLA",0
"GLOBAL",1989-01-01,"YLL",0
"GLOBAL",1989-01-01,"YNR",136
"GLOBAL",1989-01-01,"YPS",269
"GLOBAL",1989-01-01,"YQT",0
"GLOBAL",1989-01-01,"YRB",0
"GLOBAL",1989-01-01,"YRO",0
"GLOBAL",1989-01-01,"YRS",0
"GLOBAL",1989-01-01,"YTC",2040
"GLOBAL",1989-01-01,"YTL",0
"GLOBAL",1989-01-01,"YTT",0
"GLOBAL",1989-01-01,"YUK",559
"GLOBAL",1989-01-01,"YUU",0
"GLOBAL",1989-01-01,"YWF",122
"GLOBAL",1989-01-01,"ZCA",0
"GLOBAL",1989-01-01,"ZCN",0
"GLOBAL",1989-01-01,"ZCP",1698
"GLOBAL",1989-01-01,"ZCT",0
"GLOBAL",1989-01-01,"ZDF",315
"GLOBAL",1989-01-01,"ZEX",0
"GLOBAL",1989-01-01,"ZNE",348
"GLOBAL",1989-01-01,"ZOM",7718
"GLOBAL",1989-01-01,"ZSP",0
"GLOBAL",1989-01-01,"ZYP",6688
"GLOBAL",1990-01-01,"AAB",0
"GLOBAL",1990-01-01,"AAM",0
"GLOBAL",1990-01-01,"AAS",0
"GLOBAL",1990-01-01,"ABG",3353
"GLOBAL",1990-01-01,"ABK",592
"GLOBAL",1990-01-01,"ABP",624
"GLOBAL",1990-01-01,"ABR",378
"GLOBAL",1990-01-01,"ABS",79400
"GLOBAL",1990-01-01,"ABX",10690
"GLOBAL",1990-01-01,"ABZ",0
"GLOBAL",1990-01-01,"ACC",22
"GLOBAL",1990-01-01,"ACH",287
"GLOBAL",1990-01-01,"AES",0
"GLOBAL",1990-01-01,"AFQ",465
"GLOBAL",1990-01-01,"AFT",0
"GLOBAL",1990-01-01,"AGM",152100
"GLOBAL",1990-01-01,"AGN",3
"GLOBAL",1990-01-01,"AGR",439
"GLOBAL",1990-01-01,"AHT",979
"GLOBAL",1990-01-01,"AIB",3267
"GLOBAL",1990-01-01,"AKS",235933
"GLOBAL",1990-01-01,"ALA",231
"GLOBAL",1990-01-01,"ALB",233457
"GLOBAL",1990-01-01,"ALC",0
"GLOBAL",1990-01-01,"ALE",16658
"GLOBAL",1990-01-01,"ALF",2528
"GLOBAL",1990-01-01,"ALH",0
"GLOBAL",1990-01-01,"ALJ",0
"GLOBAL",1990-01-01,"ALK",5736171
"GLOBAL",1990-01-01,"ALL",0
"GLOBAL",1990-01-01,"ALP",0
"GLOBAL",1990-01-01,"ALR",0
"GLOBAL",1990-01-01,"ALV",21
"GLOBAL",1990-01-01,"ALX",0
"GLOBAL",1990-01-01,"AMB",290
"GLOBAL",1990-01-01,"AMS",0
"GLOBAL",1990-01-01,"AMX",61545
"GLOBAL",1990-01-01,"ANA",13508
"GLOBAL",1990-01-01,"ANC",200605
"GLOBAL",1990-01-01,"ANE",540450
"GLOBAL",1990-01-01,"ANF",8927
"GLOBAL",1990-01-01,"ANG",13009
"GLOBAL",1990-01-01,"ANI",10642
"GLOBAL",1990-01-01,"ANK",0
"GLOBAL",1990-01-01,"ANN",0
"GLOBAL",1990-01-01,"ANR",50
"GLOBAL",1990-01-01,"ANS",0
"GLOBAL",1990-01-01,"ANT",0
"GLOBAL",1990-01-01,"ANX",248597
"GLOBAL",1990-01-01,"AOM",0
"GLOBAL",1990-01-01,"APE",0
"GLOBAL",1990-01-01,"APG",0
"GLOBAL",1990-01-01,"APH",0
"GLOBAL",1990-01-01,"APL",127677
"GLOBAL",1990-01-01,"APN",0
"GLOBAL",1990-01-01,"APO",132
"GLOBAL",1990-01-01,"APR",0
"GLOBAL",1990-01-01,"APS",8495
"GLOBAL",1990-01-01,"AQZ",0
"GLOBAL",1990-01-01,"ARA",1450
"GLOBAL",1990-01-01,"ARF",11393
"GLOBAL",1990-01-01,"ARG",21853
"GLOBAL",1990-01-01,"ARI",0
"GLOBAL",1990-01-01,"ARK",30803
"GLOBAL",1990-01-01,"ARQ",0
"GLOBAL",1990-01-01,"ARS",0
"GLOBAL",1990-01-01,"ARV",1945
"GLOBAL",1990-01-01,"ASA",10891
"GLOBAL",1990-01-01,"ASD",0
"GLOBAL",1990-01-01,"ASH",197
"GLOBAL",1990-01-01,"ASK",36
"GLOBAL",1990-01-01,"ASN",50985
"GLOBAL",1990-01-01,"ASP",3364
"GLOBAL",1990-01-01,"ASU",3648
"GLOBAL",1990-01-01,"ATB",249
"GLOBAL",1990-01-01,"ATK",149607
"GLOBAL",1990-01-01,"ATX",0
"GLOBAL",1990-01-01,"AUP",0
"GLOBAL",1990-01-01,"AUX",192
"GLOBAL",1990-01-01,"AVA",23
"GLOBAL",1990-01-01,"AVQ",0
"GLOBAL",1990-01-01,"AVR",0
"GLOBAL",1990-01-01,"AWE",590
"GLOBAL",1990-01-01,"AWT",11100
"GLOBAL",1990-01-01,"AYA",0
"GLOBAL",1990-01-01,"AYS",4451
"GLOBAL",1990-01-01,"AYW",0
"GLOBAL",1990-01-01,"BAC",0
"GLOBAL",1990-01-01,"BAF",24
"GLOBAL",1990-01-01,"BAH",7979
"GLOBAL",1990-01-01,"BAJ",6903
"GLOBAL",1990-01-01,"BAL",994
"GLOBAL",1990-01-01,"BAM",0
"GLOBAL",1990-01-01,"BAP",3543
"GLOBAL",1990-01-01,"BAR",55813
"GLOBAL",1990-01-01,"BAT",887
"GLOBAL",1990-01-01,"BAU",0
"GLOBAL",1990-01-01,"BAX",12955
"GLOBAL",1990-01-01,"BBF",0
"GLOBAL",1990-01-01,"BBH",0
"GLOBAL",1990-01-01,"BBM",0
"GLOBAL",1990-01-01,"BBW",0
"GLOBAL",1990-01-01,"BCL",2483
"GLOBAL",1990-01-01,"BCW",0
"GLOBAL",1990-01-01,"BDM",1109
"GLOBAL",1990-01-01,"BEA",0
"GLOBAL",1990-01-01,"BEG",220
"GLOBAL",1990-01-01,"BEH",0
"GLOBAL",1990-01-01,"BEL",1273
"GLOBAL",1990-01-01,"BEN",338
"GLOBAL",1990-01-01,"BEP",54236
"GLOBAL",1990-01-01,"BET",321363
"GLOBAL",1990-01-01,"BEW",54
"GLOBAL",1990-01-01,"BFS",12850
"GLOBAL",1990-01-01,"BFT",25612
"GLOBAL",1990-01-01,"BFU",0
"GLOBAL",1990-01-01,"BGR",273
"GLOBAL",1990-01-01,"BHQ",2210
"GLOBAL",1990-01-01,"BHY",0
"GLOBAL",1990-01-01,"BIB",18870
"GLOBAL",1990-01-01,"BIC",2817
"GLOBAL",1990-01-01,"BIG",43761
"GLOBAL",1990-01-01,"BIL",11122
"GLOBAL",1990-01-01,"BIP",420
"GLOBAL",1990-01-01,"BIR",6388
"GLOBAL",1990-01-01,"BIS",44277
"GLOBAL",1990-01-01,"BKC",34
"GLOBAL",1990-01-01,"BKJ",410
"GLOBAL",1990-01-01,"BLB",707
"GLOBAL",1990-01-01,"BLC",37209
"GLOBAL",1990-01-01,"BLE",0
"GLOBAL",1990-01-01,"BLF",4760
"GLOBAL",1990-01-01,"BLI",14000
"GLOBAL",1990-01-01,"BLL",2240
"GLOBAL",1990-01-01,"BLM",6997
"GLOBAL",1990-01-01,"BLP",643
"GLOBAL",1990-01-01,"BLS",543
"GLOBAL",1990-01-01,"BLU",25969
"GLOBAL",1990-01-01,"BLW",0
"GLOBAL",1990-01-01,"BMK",0
"GLOBAL",1990-01-01,"BMU",0
"GLOBAL",1990-01-01,"BMY",0
"GLOBAL",1990-01-01,"BNF",24
"GLOBAL",1990-01-01,"BOA",121987
"GLOBAL",1990-01-01,"BOB",10995
"GLOBAL",1990-01-01,"BOC",0
"GLOBAL",1990-01-01,"BOE",0
"GLOBAL",1990-01-01,"BOF",1871
"GLOBAL",1990-01-01,"BOG",28352
"GLOBAL",1990-01-01,"BON",27847
"GLOBAL",1990-01-01,"BOP",473
"GLOBAL",1990-01-01,"BOR",0
"GLOBAL",1990-01-01,"BOS",4637
"GLOBAL",1990-01-01,"BOW",0
"GLOBAL",1990-01-01,"BPI",223
"GLOBAL",1990-01-01,"BRB",4437
"GLOBAL",1990-01-01,"BRD",203
"GLOBAL",1990-01-01,"BRF",5165
"GLOBAL",1990-01-01,"BRG",1400
"GLOBAL",1990-01-01,"BRO",0
"GLOBAL",1990-01-01,"BRP",0
"GLOBAL",1990-01-01,"BRS",7700
"GLOBAL",1990-01-01,"BRT",0
"GLOBAL",1990-01-01,"BRU",0
"GLOBAL",1990-01-01,"BRW",0
"GLOBAL",1990-01-01,"BRZ",0
"GLOBAL",1990-01-01,"BSB",2216
"GLOBAL",1990-01-01,"BSC",0
"GLOBAL",1990-01-01,"BSE",1586
"GLOBAL",1990-01-01,"BSF",8328
"GLOBAL",1990-01-01,"BSH",2954
"GLOBAL",1990-01-01,"BSK",1932
"GLOBAL",1990-01-01,"BSP",17594
"GLOBAL",1990-01-01,"BSR",32106
"GLOBAL",1990-01-01,"BSS",5702
"GLOBAL",1990-01-01,"BSX",71032
"GLOBAL",1990-01-01,"BSZ",7556
"GLOBAL",1990-01-01,"BTG",184
"GLOBAL",1990-01-01,"BTH",0
"GLOBAL",1990-01-01,"BTS",37
"GLOBAL",1990-01-01,"BUA",17532
"GLOBAL",1990-01-01,"BUC",155086
"GLOBAL",1990-01-01,"BUF",704
"GLOBAL",1990-01-01,"BUK",0
"GLOBAL",1990-01-01,"BUM",29241
"GLOBAL",1990-01-01,"BUP",14016
"GLOBAL",1990-01-01,"BUR",413
"GLOBAL",1990-01-01,"BUT",2
"GLOBAL",1990-01-01,"BUX",73724
"GLOBAL",1990-01-01,"BVG",0
"GLOBAL",1990-01-01,"BWA",1485
"GLOBAL",1990-01-01,"BWD",0
"GLOBAL",1990-01-01,"BXD",0
"GLOBAL",1990-01-01,"BYE",0
"GLOBAL",1990-01-01,"BYR",0
"GLOBAL",1990-01-01,"BYS",0
"GLOBAL",1990-01-01,"CAA",17736
"GLOBAL",1990-01-01,"CAB",0
"GLOBAL",1990-01-01,"CAE",1456
"GLOBAL",1990-01-01,"CAF",7656
"GLOBAL",1990-01-01,"CAG",16683
"GLOBAL",1990-01-01,"CAH",0
"GLOBAL",1990-01-01,"CAI",229106
"GLOBAL",1990-01-01,"CAN",13310
"GLOBAL",1990-01-01,"CAP",1006030
"GLOBAL",1990-01-01,"CAS",772
"GLOBAL",1990-01-01,"CAT",11251
"GLOBAL",1990-01-01,"CAX",187847
"GLOBAL",1990-01-01,"CBA",4287
"GLOBAL",1990-01-01,"CBC",0
"GLOBAL",1990-01-01,"CBM",247
"GLOBAL",1990-01-01,"CBR",0
"GLOBAL",1990-01-01,"CBT",0
"GLOBAL",1990-01-01,"CCB",0
"GLOBAL",1990-01-01,"CCE",0
"GLOBAL",1990-01-01,"CCL",0
"GLOBAL",1990-01-01,"CCN",0
"GLOBAL",1990-01-01,"CCO",0
"GLOBAL",1990-01-01,"CCP",0
"GLOBAL",1990-01-01,"CCT",0
"GLOBAL",1990-01-01,"CDA",0
"GLOBAL",1990-01-01,"CDE",0
"GLOBAL",1990-01-01,"CDL",0
"GLOBAL",1990-01-01,"CDO",55
"GLOBAL",1990-01-01,"CDP",16429
"GLOBAL",1990-01-01,"CDS",7254
"GLOBAL",1990-01-01,"CDX",402134
"GLOBAL",1990-01-01,"CEC",373
"GLOBAL",1990-01-01,"CEL",3.74
"GLOBAL",1990-01-01,"CEN",160
"GLOBAL",1990-01-01,"CEO",0
"GLOBAL",1990-01-01,"CEP",57400
"GLOBAL",1990-01-01,"CER",225
"GLOBAL",1990-01-01,"CES",0
"GLOBAL",1990-01-01,"CET",579
"GLOBAL",1990-01-01,"CEX",1652
"GLOBAL",1990-01-01,"CFB",0
"GLOBAL",1990-01-01,"CFF",0
"GLOBAL",1990-01-01,"CFH",0
"GLOBAL",1990-01-01,"CFI",0
"GLOBAL",1990-01-01,"CFJ",0
"GLOBAL",1990-01-01,"CGE",2326
"GLOBAL",1990-01-01,"CGO",2825
"GLOBAL",1990-01-01,"CGX",227754
"GLOBAL",1990-01-01,"CHA",145843
"GLOBAL",1990-01-01,"CHB",1461
"GLOBAL",1990-01-01,"CHC",1319
"GLOBAL",1990-01-01,"CHE",2760
"GLOBAL",1990-01-01,"CHG",4855
"GLOBAL",1990-01-01,"CHI",18249
"GLOBAL",1990-01-01,"CHJ",3750
"GLOBAL",1990-01-01,"CHL",0
"GLOBAL",1990-01-01,"CHM",546
"GLOBAL",1990-01-01,"CHO",4986
"GLOBAL",1990-01-01,"CHP",4253718
"GLOBAL",1990-01-01,"CHR",483
"GLOBAL",1990-01-01,"CHS",6626
"GLOBAL",1990-01-01,"CHU",299438
"GLOBAL",1990-01-01,"CHW",0
"GLOBAL",1990-01-01,"CIM",16590
"GLOBAL",1990-01-01,"CIS",1232
"GLOBAL",1990-01-01,"CIX",32746
"GLOBAL",1990-01-01,"CJF",5
"GLOBAL",1990-01-01,"CJM",3828452
"GLOBAL",1990-01-01,"CJW",429
"GLOBAL",1990-01-01,"CJX",26328
"GLOBAL",1990-01-01,"CKA",3078
"GLOBAL",1990-01-01,"CKI",298700
"GLOBAL",1990-01-01,"CKL",468
"GLOBAL",1990-01-01,"CKM",59308
"GLOBAL",1990-01-01,"CKQ",0
"GLOBAL",1990-01-01,"CKW",30882
"GLOBAL",1990-01-01,"CKY",19644
"GLOBAL",1990-01-01,"CKZ",0
"GLOBAL",1990-01-01,"CLA",258488
"GLOBAL",1990-01-01,"CLB",174718
"GLOBAL",1990-01-01,"CLH",18259
"GLOBAL",1990-01-01,"CLI",8362
"GLOBAL",1990-01-01,"CLJ",84125
"GLOBAL",1990-01-01,"CLM",11145
"GLOBAL",1990-01-01,"CLO",15
"GLOBAL",1990-01-01,"CLQ",177322
"GLOBAL",1990-01-01,"CLR",0
"GLOBAL",1990-01-01,"CLS",15752
"GLOBAL",1990-01-01,"CLT",26595
"GLOBAL",1990-01-01,"CLU",270519
"GLOBAL",1990-01-01,"CLV",8455
"GLOBAL",1990-01-01,"CLX",194561
"GLOBAL",1990-01-01,"CLZ",18449
"GLOBAL",1990-01-01,"CMB",0
"GLOBAL",1990-01-01,"CME",0
"GLOBAL",1990-01-01,"CMH",0
"GLOBAL",1990-01-01,"CMJ",38749
"GLOBAL",1990-01-01,"CMO",0
"GLOBAL",1990-01-01,"CMR",63
"GLOBAL",1990-01-01,"CNA",0
"GLOBAL",1990-01-01,"CNG",48736
"GLOBAL",1990-01-01,"CNI",0
"GLOBAL",1990-01-01,"CNU",0
"GLOBAL",1990-01-01,"COA",42
"GLOBAL",1990-01-01,"COB",850
"GLOBAL",1990-01-01,"COC",76300
"GLOBAL",1990-01-01,"COD",1490990
"GLOBAL",1990-01-01,"COE",15413
"GLOBAL",1990-01-01,"COH",34635
"GLOBAL",1990-01-01,"COJ",2.05
"GLOBAL",1990-01-01,"COK",0
"GLOBAL",1990-01-01,"COL",33.452
"GLOBAL",1990-01-01,"COM",128085
"GLOBAL",1990-01-01,"CON",25812
"GLOBAL",1990-01-01,"COS",579
"GLOBAL",1990-01-01,"COW",2040
"GLOBAL",1990-01-01,"COX",3106
"GLOBAL",1990-01-01,"COZ",3119
"GLOBAL",1990-01-01,"CPG",0
"GLOBAL",1990-01-01,"CPI",313602
"GLOBAL",1990-01-01,"CPL",0
"GLOBAL",1990-01-01,"CPR",575
"GLOBAL",1990-01-01,"CRA",144977
"GLOBAL",1990-01-01,"CRB",103683
"GLOBAL",1990-01-01,"CRD",0
"GLOBAL",1990-01-01,"CRE",29110
"GLOBAL",1990-01-01,"CRG",756
"GLOBAL",1990-01-01,"CRH",712
"GLOBAL",1990-01-01,"CRI",52589
"GLOBAL",1990-01-01,"CRJ",1175
"GLOBAL",1990-01-01,"CRK",1205
"GLOBAL",1990-01-01,"CRL",2719
"GLOBAL",1990-01-01,"CRQ",26126
"GLOBAL",1990-01-01,"CRR",1527
"GLOBAL",1990-01-01,"CRS",2458
"GLOBAL",1990-01-01,"CRU",472825
"GLOBAL",1990-01-01,"CRV",7584
"GLOBAL",1990-01-01,"CRW",1194
"GLOBAL",1990-01-01,"CRX",5876
"GLOBAL",1990-01-01,"CRY",52895
"GLOBAL",1990-01-01,"CRZ",4100
"GLOBAL",1990-01-01,"CSE",0
"GLOBAL",1990-01-01,"CSH",15623
"GLOBAL",1990-01-01,"CSI",5140
"GLOBAL",1990-01-01,"CSP",2445
"GLOBAL",1990-01-01,"CSR",0
"GLOBAL",1990-01-01,"CSS",6546.085
"GLOBAL",1990-01-01,"CST",3947
"GLOBAL",1990-01-01,"CSY",6019
